Id	LinkId	CampId	Pos	Pos2	RotAngle	IsEnable	IdleAnimSet	AiLogic	AiParamDesc0	AiParam0	AiParamDesc1	AiParam1	AiParamDesc2	AiParam2	AiParamDesc3	AiParam3	AiParamDesc4	AiParam4	AiParamDesc5	AiParam5	AiParamDesc6	AiParam6	AiParamDesc7	AiParam7
20001	1	3	25.33322 178.4194 14.05013		59.28886	FALSE		0																
20002	2	3	25.33322 178.4194 14.05013		59.28886	FALSE		0																
#A区																								
1001	205313	2	40.12564 178.4194 28.97641		133.545866	FALSE	15|16	1		0														
1002	205301	2	35.83492 178.4194 31.69977		19.93992952	FALSE	15|16	1		0														
1003	205302	2	38.45338 178.4194 33.58147		300.9035108	FALSE	15|16	1		0														
1004	205303	2	42.95091 178.4194 23.16616		213.3231118	FALSE	15|16	1		0														
1005	205304	2	46.4133 178.4194 26.15063		242.7108969	FALSE	15|16	1		0														
1006	205301	2	43.65075 178.4194 35.36574		266.6688928	FALSE	15|16	1		0														
1007	205302	2	46.48864 178.4194 36.00298		22.60118822	FALSE	15|16	1		0														
1008	205303	2	47.21936 178.4194 29.7606		10.50305575	FALSE	15|16	1		0														
1009	205304	2	50.42775 178.4194 31.78444		275.9763352	FALSE	15|16	1		0														
#B区																								
2001	205313	2	67.02748 178.4194 33.68895		110.7397921	FALSE	15|16	1		0														
2002	205314	2	68.44181 178.4194 36.66978		39.14577603	FALSE	15|16	1		0														
2003	205314	2	70.90791 178.4194 32.19252		95.63428391	FALSE	15|16	1		0														
2101	205301	2	64.17057 178.4194 38.274		69.31812088	FALSE	15|16	1		0														
2102	205302	2	66.62405 178.4194 38.69554		164.4663867	FALSE	15|16	1		0														
2103	205303	2	69.32975 178.4194 39.30737		21.33482638	FALSE	15|16	1		0														
2104	205301	2	66.93103 178.4194 26.69675		77.42574398	FALSE	15|16	1		0														
2105	205302	2	68.97685 178.4194 27.05997		343.233433	FALSE	15|16	1		0														
2106	205303	2	71.81474 178.4194 28.54063		63.69596605	FALSE	15|16	1		0														
2201	205321	2	65.6001 178.4194 58.15772		24.65685483	FALSE	15|16	1		0														
2202	205304	2	62.06403 178.4194 62.0885		28.52357479	FALSE	15|16	1		0														
2203	205304	2	70.48528 178.4194 61.27657		205.2842585	FALSE	15|16	1		0														
2204	205304	2	68.3456 178.4194 53.85472		260.9690707	FALSE	15|16	1		0														
2205	205304	2	61.90018 178.4194 54.91238		193.7642028	FALSE	15|16	1		0														
