Id	LinkId	Desc	CampId	Pos	Pos2	RotAngle	IsEnable	IdleAnimSet	AiLogic	AiParamDesc0	AiParam0	AiParamDesc1	AiParam1	AiParamDesc2	AiParam2	AiParamDesc3	AiParam3	AiParamDesc4	AiParam4	AiParamDesc5	AiParam5	AiParamDesc6	AiParam6	AiParamDesc7	AiParam7
20001	1		3	80.7537 160.5778 19.60533		-107.6398	FALSE		0																
20002	2		3	80.7537 160.5778 19.60533		-107.6398	FALSE		0																
#A区																									
#1001	201601	纵火布鲁夫	2	65.79558 159.978 18.32596		116.6194	FALSE	15|16	20002		0														
1002	201601	纵火布鲁夫	2	63.60008 159.978 24.0818		205.5151	FALSE	15|16	20002		0														
1003	201601	纵火布鲁夫	2	62.60008 159.978 23.0818	70.88309 159.978 21.96357	38.4693	FALSE	15|16	20002		1		70.88309 159.978 21.96357												
1004	201601	纵火布鲁夫	2	65.60008 159.978 25.0818	72.70997 159.978 20.70937	36.52077	FALSE	15|16	20002		1		72.70997 159.978 20.70937												
1005	201601	纵火布鲁夫	2	62.52825 159.978 24.35311		131.2681	FALSE	15|16	20002		0														
1006	201602	斧头布鲁夫精英怪	2	65.60008 159.978 26.0818		165.954	FALSE	15|16	20001		0														
#B区																									
2001	201603	魔化狂战士BOSS	2	48.94081 157.8191 49.98825		152.1768	FALSE	15|16	50110		0														
