Id	LinkId	Desc	CampId	Pos	Pos2	RotAngle	IsEnable	IdleAnimSet	AiLogic	AiParamDesc0	AiParam0	AiParamDesc1	AiParam1	AiParamDesc2	AiParam2	AiParamDesc3	AiParam3	AiParamDesc4	AiParam4	AiParamDesc5	AiParam5	AiParamDesc6	AiParam6	AiParamDesc7	AiParam7
20001	1		3	60.03981 160.1199 8.845226		247.41385	FALSE		0																
20002	2		3	60.03981 160.1199 8.845226		247.41385	FALSE		0																
#A区																									
1001	105501	托赖辟玛剑盾兵	2	51.33207 160.5366 9.543892		74.1899	FALSE	15|16|17	20001		0														
1002	105501	托赖辟玛剑盾兵	2	51.95571 160.5366 11.89865		39.3571	FALSE	15|16|17	20001		0														
1003	105501	托赖辟玛剑盾兵	2	52.61535 160.5913 13.95288		104.6849	FALSE	15|16|17	20001		0														
1004	105502	托赖辟玛长矛兵	2	48.54342 160.5366 12.33575		49.9041	FALSE	15|16|17	20001		0														
1005	105503	托赖辟玛弩箭兵	2	40.01102 160.5366 17.99799		74.1899	FALSE	15|16|17	20002		0														
1006	105504	圣卫军剑盾兵	2	37.79573 160.5366 19.38971		39.3571	FALSE	15|16|17	20001		0														
1007	105503	托赖辟玛弩箭兵	2	41.17066 160.5366 19.23113		104.6849	FALSE	15|16|17	20002		0														
1008	105503	托赖辟玛弩箭兵	2	38.89025 160.5366 16.53223		53.1889	FALSE	15|16|17	20002		0														
#B区																									
2001	105501	托赖辟玛剑盾兵	2	28.83881 160.5366 34.97546		149.1673	FALSE	15|16|17	20001		0														
2002	105502	托赖辟玛长矛兵	2	30.37124 160.5366 31.74735		336.8179	FALSE	15|16|17	20001		0														
2003	105501	托赖辟玛剑盾兵	2	39.66495 160.5366 35.84732		201.186	FALSE	15|16|17	20001		0														
2004	105502	托赖辟玛长矛兵	2	38.2873 160.5366 32.35279		25.65508	FALSE	15|16|17	20001		0														
2005	105504	圣卫军剑盾兵	2	41.62614 160.5366 41.47596		213.1418	FALSE	15|16|17	20001		0														
2006	105502	托赖辟玛长矛兵	2	40.82486 160.5366 45.52985		197.8216	FALSE	15|16|17	20001		0														
2007	105502	托赖辟玛长矛兵	2	45.20167 160.5366 43.45394		224.2689	FALSE	15|16|17	20001		0														
2008	105503	托赖辟玛弩箭兵	2	43.09637 160.5366 49.63666		202.4465	FALSE	15|16|17	20002		0														
2009	105503	托赖辟玛弩箭兵	2	49.04525 160.5366 47.7494		225.0461	FALSE	15|16|17	20002		0														
#C区																									
3001	105505	圣卫军长矛兵	2	45.09269 160.5366 66.59069		119.0148	FALSE	15|16|17	20001		0														
3002	105502	托赖辟玛长矛兵	2	48.99605 160.5366 67.07364		206.2591	FALSE	15|16|17	20001		0														
3003	105503	托赖辟玛弩箭兵	2	46.75685 160.5366 64.0418		0	FALSE	15|16|17	20002		0														
3004	105505	圣卫军长矛兵	2	55.2791 160.5366 61.87191		116.0686	FALSE	15|16|17	20001		0														
3005	105502	托赖辟玛长矛兵	2	60.12372 160.5366 61.8255		250.8403	FALSE	15|16|17	20001		0														
3006	105503	托赖辟玛弩箭兵	2	57.32094 160.5366 59.30738		0	FALSE	15|16|17	20002		0														
3007	105506	壮汉大锤Boss	2	59.94981 160.5366 77.96496		184.0486	FALSE	15|16|17	20004		0														
3008	105504	圣卫军剑盾兵	2	64.68968 160.5366 68.72514		85.89281	FALSE	15|16|17	20001		0														
3009	105505	圣卫军长矛兵	2	69.98956 160.5366 72.2935		202.5911	FALSE	15|16|17	20001		0														
3010	105503	托赖辟玛弩箭兵	2	71.53582 160.5366 67.55576		310.8272	FALSE	15|16|17	20002		0														
