Id	LinkId	CampId	Pos	Pos2	RotAngle	IsEnable	IdleAnimSet	AiLogic	AiParamDesc0	AiParam0	AiParamDesc1	AiParam1	AiParamDesc2	AiParam2	AiParamDesc3	AiParam3	AiParamDesc4	AiParam4	AiParamDesc5	AiParam5	AiParamDesc6	AiParam6	AiParamDesc7	AiParam7
20001	1	3	37.99872 164.6219 68.07318		143.3228	FALSE		0																
20002	2	3	37.99872 164.6219 68.07318		143.3228	FALSE		0																
#第一波																								
1001	102901	2	39.30552 164.6219 53.36572		0	FALSE		20001		0														
1002	102901	2	51.10316 164.6219 58.49407		302.1956	FALSE		20001		0														
1003	102901	2	49.73396 164.6219 53.31428		326.6562	FALSE		20001		0														
1004	102901	2	53.37898 164.6219 62.9001		281.9431	FALSE		20001		0														
1005	102901	2	48.3713 164.6219 71.50796		231.2108	FALSE		20001		0														
1101	102903	2	51.2796 164.6219 58.63174		304.3623	FALSE		20002		0														
1102	102902	2	39.31707 164.6219 53.61093		0	FALSE		20002		0														
1103	102902	2	48.11541 164.6219 72.49882		202.1983	FALSE		20002		0														
1201	102901	2	36.2077 164.6219 58.33433		70.69534	FALSE		20001		0														
1202	102901	2	53.77876 164.6219 62.97288		270.5089	FALSE		20001		0														
1203	102902	2	50.36701 164.6219 52.7722		338.6074	FALSE		20002		0														
1204	102902	2	40.36205 164.6219 73.8343		169.5387	FALSE		20002		0														
#第二波																								
2001	102901	2	38.96327 164.6219 52.66907		11.2701	FALSE		20001		0														
2002	102901	2	40.45547 164.6219 73.82159		174.1548	FALSE		20001		0														
2003	102901	2	50.1505 164.6219 53.29253		346.2719	FALSE		20001		0														
2004	102903	2	34.10351 164.6219 63.50579		86.07085	FALSE		20002		0														
2005	102903	2	53.228 164.6219 63.53972		279.3854	FALSE		20002		0														
2101	102901	2	52.11644 164.6219 59.35354		300.4195	FALSE		20001		0														
2102	102903	2	39.0616 164.6219 52.42089		10.7669	FALSE		20002		0														
2103	102903	2	47.72979 164.6219 72.18358		195.6431	FALSE		20002		0														
2201	102901	2	50.21202 164.6219 53.24489		321.5502	FALSE		20001		0														
2202	102901	2	38.96327 164.6219 52.66907		11.27013	FALSE		20001		0														
2203	102901	2	45.78467 164.6219 71.79884		189.3576	FALSE		20001		0														
2204	102903	2	53.38559 164.6219 63.60015		284.3257	FALSE		20002		0														
2205	102905	2	36.44514 164.6219 66.18745		125.7363	FALSE		20003		0														
#第三波																								
3001	102903	2	49.8993 164.6219 53.48272		336.399	FALSE		20002		0														
3002	102903	2	47.98448 164.6219 71.95036		201.7013	FALSE		20002		0														
3003	102903	2	36.10272 164.6219 57.90974		59.2531	FALSE		20002		0														
3004	102905	2	36.49358 164.6219 66.83366		119.9854	FALSE		20003		0														
3101	102901	2	36.05553 164.6219 58.03562		61.12783	FALSE		20001		0														
3102	102901	2	54.23466 164.6219 62.90223		281.1689	FALSE		20001		0														
3103	102901	2	48.74826 164.6219 71.59882		224.9087	FALSE		20001		0														
3104	102901	2	49.86683 164.6219 53.22415		335.9235	FALSE		20001		0														
3105	102901	2	39.69681 164.6219 73.18167		151.9405	FALSE		20001		0														
3201	102907	2	53.22796 164.6219 61.01138		296.7189	FALSE		20005		0				101300										
3202	102903	2	34.49392 164.6219 63.50197		84.89371	FALSE		20002		0														
3203	102903	2	49.79842 164.6219 53.46444		344.7327	FALSE		20002		0														
3204	102903	2	48.23299 164.6219 71.71576		206.0278	FALSE		20002		0														
#第四波																								
4001	102901	2	53.84085 164.6219 62.96073		288.2991	FALSE		20001		0														
4002	102901	2	49.67218 164.6219 53.63725		319.512	FALSE		20001		0														
4003	102901	2	36.22224 164.6219 66.75991		126.3181	FALSE		20001		0														
4004	102904	2	38.97793 164.6219 52.26878		22.08057	FALSE		10220		0														
4005	102904	2	47.70649 164.6219 71.44086		206.5412	FALSE		10220		0														
4101	102903	2	39.0616 164.6219 52.42089		10.76693	FALSE		20002		0														
4102	102903	2	40.33514 164.6219 73.71384		170.0701	FALSE		20002		0														
4103	102903	2	54.07027 164.6219 62.80725		266.1176	FALSE		20002		0														
4104	102904	2	49.34985 164.6219 55.85612		299.7111	FALSE		10220		0														
4105	102904	2	36.09167 164.6219 66.61446		131.0098	FALSE		10220		0														
4201	102906	2	39.60542 164.6219 53.75765		18.76614	FALSE		20005		0				102100										
4202	102904	2	40.2282 164.6219 73.62029		172.7905	FALSE		10220		0														
4203	102904	2	34.37577 164.6219 63.7273		104.0298	FALSE		10220		0														
4204	102904	2	52.4609 164.6219 59.66804		293.9836	FALSE		10220		0														
