Id	LinkId	CampId	Pos	Pos2	RotAngle	IsEnable	IdleAnimSet	AiLogic	AiParamDesc0	AiParam0	AiParamDesc1	AiParam1	AiParamDesc2	AiParam2	AiParamDesc3	AiParam3	AiParamDesc4	AiParam4	AiParamDesc5	AiParam5	AiParamDesc6	AiParam6	AiParamDesc7	AiParam7
20001	1	3	33.67603 152.205 14.75212		46.2	FALSE		0																
20002	2	3	33.67603 152.205 14.75212		46.2	FALSE		0																
#A区																								
1001	204605	2	49.60559 152.2105 43.20668		212.4125	FALSE	15|16|17	20005		1		41.72492 152.0065 24.87775		200101										
1002	204602	2	43.35324 152.2414 30.76142		123.2674	FALSE	15|16|17	20002		0														
1003	204602	2	46.51656 152.2414 28.75294		296.8684	FALSE	15|16|17	20002		0														
1004	204601	2	42.22023 152.2414 28.01752		123.2675	FALSE	15|16|17	20001		0														
1005	204601	2	44.70631 152.2414 25.7226		296.8684	FALSE	15|16|17	20001		0														
1006	204601	2	50.65084 152.2414 35.45901		296.8684	FALSE	15|16|17	20001		0														
1007	204603	2	52.36834 152.2414 38.4104		296.8684	FALSE	15|16|17	20005		0				300003										
1008	204603	2	45.08813 152.2414 42.83666		123.2675	FALSE	15|16|17	20005		0				300003										
1009	204601	2	43.3849 152.2414 39.84717		123.2675	FALSE	15|16|17	20001		0														
#B区																								
2001	204601	2	60.59628 150.9976 52.69271		355.9778	FALSE	15|16|17	20001		0														
2002	204604	2	63.02743 150.9976 53.93646		355.089	FALSE	15|16|17	20005		0				200201										
2003	204603	2	65.5284 150.9976 54.64053		336.4797	FALSE	15|16|17	20005		0				300003										
2004	204601	2	56.70806 150.9976 61.43489		76.3901	FALSE	15|16|17	20002		0														
2005	204601	2	58.6497 150.9976 59.13562		0	FALSE	15|16|17	20001		0														
2006	204604	2	61.98028 150.9976 62.7075		241.3685	FALSE	15|16|17	20005		0				200201										
2007	204603	2	58.75101 150.9976 63.96362		197.2688	FALSE	15|16|17	20005		0				300003										
2008	204601	2	73.18334 150.9976 70.45502		204.2106	FALSE	15|16|17	20001		0														
2009	204603	2	69.96325 150.9976 69.76765		142.0276	FALSE	15|16|17	20005		0				300003										
2010	204604	2	71.01641 150.9976 66.50119		22.68837	FALSE	15|16|17	20005		0				200201										
2011	204605	2	74.55582 150.9976 66.91825		324.2151	FALSE	15|16|17	20005		0				200101										
2012	204606	2	56.84106 150.9976 90.74037		217.7866	FALSE	15|16|17	50130		0														
2013	204604	2	52.13563 150.9976 88.29418		111.3454	FALSE	15|16|17	20005		0				200201										
2014	204601	2	53.57192 150.9976 90.60701		149.1258	FALSE	15|16|17	20001		0														
2015	204601	2	57.19888 150.9976 87.5282		293.0265	FALSE	15|16|17	20001		0														
2016	204601	2	55.74368 150.9976 86.09273		324.692	FALSE	15|16|17	20001		0														
2017	204602	2	38.60147 150.9976 84.10982		132.9868	FALSE	15|16|17	20005		0														
2018	204603	2	42.35683 150.9976 88.83611		147.886	FALSE	15|16|17	20002		0				300003										
2019	204602	2	44.13215 150.9976 86.90755		157.5566	FALSE	15|16|17	20002		0														
2020	204603	2	39.98492 150.9976 82.71326		117.4803	FALSE	15|16|17	20005		0				300003										
2021	204605	2	42.51743 150.9976 84.2863		0	FALSE	15|16|17	20005		1		53.58636 150.9976 86.13554		200101										
