Id	LinkId	Desc	CampId	Pos	Pos2	RotAngle	IsEnable	IdleAnimSet	AiLogic	AiParamDesc0	AiParam0	AiParamDesc1	AiParam1	AiParamDesc2	AiParam2	AiParamDesc3	AiParam3	AiParamDesc4	AiParam4	AiParamDesc5	AiParam5	AiParamDesc6	AiParam6	AiParamDesc7	AiParam7
20001	1		3	15.82581 160.1041 12.99249		39.27853	FALSE		0																
20002	2		3	15.82581 160.1041 12.99249		40.27853	FALSE		0																
#A区																									
1001	202604	托赖辟玛剑盾兵	2	33.60406 160.4964 27.7719		145.5797	FALSE	15|16|17	20002		0														
1002	202604	托赖辟玛剑盾兵	2	36.51553 160.4964 27.47501		284.6849	FALSE	15|16|17	20002		0														
1003	202604	托赖辟玛剑盾兵	2	36.19422 160.4964 30.81365		265.5764	FALSE	15|16|17	20002		0														
1004	202605	托赖辟玛长矛兵	2	40.16461 160.4964 28.36575		262.2916	FALSE	15|16|17	20001		0														
1005	202605	托赖辟玛长矛兵	2	40.43163 160.4963 24.37878		194.6292	FALSE	15|16|17	20001		0														
1006	202605	托赖辟玛长矛兵	2	33.98026 160.4964 34.04778		290.4706	FALSE	15|16|18	20001		0														
1007	202606	托赖辟玛弩箭兵	2	39.73175 160.4964 32.92086		297.8356	FALSE	15|16|19	20001		0														
1008	202606	托赖辟玛弩箭兵	2	43.01005 160.4964 29.13654		225.1528	FALSE	15|16|20	20002		0														
1009	202607	托赖辟玛邪恶巫师	2	38.36602 160.5008 20.07794		145.5797	FALSE	15|16|17	20005		0				200801										
1010	202607	托赖辟玛邪恶巫师	2	28.2383 160.4964 30.29819		251.7446	FALSE	15|16|17	20005		0				200801										
1011	202604	托赖辟玛剑盾兵	2	36.34855 160.4965 24.23888		251.7446	FALSE	15|16|17	20002		0														
#B区																									
2001	202607	托赖辟玛邪恶巫师	2	64.16422 160.4964 50.43964		304.7329	FALSE	15|16|17	20005		0				200801										
2002	202604	托赖辟玛剑盾兵	2	67.20367 160.4964 47.74977		288.7632	FALSE	15|16|17	20002		0														
2003	202604	托赖辟玛剑盾兵	2	60.81033 160.4964 50.87793		168.3689	FALSE	15|16|17	20001		0														
2004	202605	托赖辟玛长矛兵	2	71.25214 160.4964 43.10901		282.8283	FALSE	15|16|17	20001		0														
2005	202605	托赖辟玛长矛兵	2	72.72218 160.4964 45.58363		194.3477	FALSE	15|16|17	20002		0														
2006	202605	托赖辟玛长矛兵	2	70.85872 160.4964 58.98743		288.7632	FALSE	15|16|17	20002		0														
2007	202606	托赖辟玛弩箭兵	2	73.58416 160.4964 56.62254		168.3689	FALSE	15|16|17	20001		0														
2008	202606	托赖辟玛弩箭兵	2	76.57141 160.4964 53.53412		143.7747	FALSE	15|16|17	20001		0														
2101	202606	托赖辟玛弩箭兵	2	73.39165 160.4964 50.14828		217.5415	FALSE	15|16|17	20001		0														
2102	202606	托赖辟玛弩箭兵	2	67.05206 160.4964 56.96981		282.8283	FALSE	15|16|17	20001		0														
2103	202608	托赖辟玛邪恶巫师精英（剧毒地爆）（BOSS）	2	66.41357 160.4964 51.95142		157.1873	FALSE	15|16|17	20005		0				200801										
2104	202607	托赖辟玛邪恶巫师	2	62.02602 160.4964 53.13557		173.9692	FALSE	15|16|17	20005		0				200801										
2105	202604	托赖辟玛剑盾兵	2	62.73941 160.4964 48.66845		143.7747	FALSE	15|16|17	20001		0														
2106	202604	托赖辟玛剑盾兵	2	66.0365 160.4964 45.4221		217.5415	FALSE	15|16|17	20001		0														
2107	202605	托赖辟玛长矛兵	2	60.51264 160.4964 58.15646		157.1873	FALSE	15|16|17	20002		0														
2108	202605	托赖辟玛长矛兵	2	57.56699 160.4964 57.05857		173.9692	FALSE	15|16|17	20002		0														
2109	202605	托赖辟玛长矛兵	2	68.13817 160.4964 61.49138		304.7329	FALSE	15|16|17	20002		0														
