Id	LinkId	CampId	Pos	Pos2	RotAngle	IsEnable	IdleAnimSet	AiLogic	AiParamDesc0	AiParam0	AiParamDesc1	AiParam1	AiParamDesc2	AiParam2	AiParamDesc3	AiParam3	AiParamDesc4	AiParam4	AiParamDesc5	AiParam5	AiParamDesc6	AiParam6	AiParamDesc7	AiParam7
20001	1	3	67.02258 150.5849 15.03594		61.88113209	FALSE		0																
20002	2	3	67.02258 150.5849 15.03594		155.855619	FALSE		0																
#A区																								
1001	104714	2	57.60726 150.5849 25.38053		268.9166421	FALSE	15|16	20005		0				101300										
1002	104701	2	53.55159 150.5849 26.1547		114.846564	FALSE	15|16	20005		0				101100										
1003	104702	2	58.16829 150.5849 30.7763		85.20869619	FALSE	15|16	20005		0				101200										
1004	104703	2	52.76105 150.5849 22.39396		220.2181069	FALSE	15|16	20005		0				101400										
1005	104701	2	63.32379 150.5849 29.04139		21.64678127	FALSE	15|16	20005		0				101100										
1101	104711	2	51.19627 150.5849 29.05751		92.14520385	FALSE	15|16	20005		0				101101										
1102	104712	2	50.59318 150.5849 25.88221		173.1926784	FALSE	15|16	20005		0				101201										
1103	104713	2	54.91313 150.5849 31.68919		22.43203769	FALSE	15|16	20005		0				101401										
1104	104701	2	60.43346 150.5849 34.16041		105.1785106	FALSE	15|16	20005		0				101100										
#B区																								
2001	104721	2	35.99946 153.8407 45.86428		1.601995619	FALSE	15|16	20005		0				300063										
2002	104711	2	29.93976 153.8407 44.26313		183.7574308	FALSE	15|16	20005		0				101101										
2003	104712	2	33.08825 153.8407 41.35606		285.6845542	FALSE	15|16	20005		0				101201										
2004	104713	2	36.62252 153.8407 41.28341		266.4555065	FALSE	15|16	20005		0				101401										
2005	104711	2	35.37112 153.8407 51.47585		37.47504571	FALSE	15|16	20005		0				101101										
2006	104712	2	40.0634 153.8407 48.84381		31.30058105	FALSE	15|16	20005		0				101201										
2007	104713	2	40.60354 153.8407 45.30397		185.8801931	FALSE	15|16	20005		0				101401										
2101	104701	2	27.45083 153.8407 48.83205		231.2731908	FALSE	15|16	20005		0				101100										
2102	104702	2	28.47138 153.8407 40.85151		117.926557	FALSE	15|16	20005		0				101200										
2103	104703	2	34.21247 153.8407 39.13306		242.9453903	FALSE	15|16	20005		0				101400										
2104	104701	2	41.92439 153.8407 46.90823		103.0796567	FALSE	15|16	20005		0				101100										
2105	104702	2	40.95899 153.8407 52.65376		37.4003267	FALSE	15|16	20005		0				101200										
2106	104703	2	36.11659 153.8407 55.70554		186.4946584	FALSE	15|16	20005		0				101400										
