Id	LinkId	Desc	CampId	Pos	Pos2	RotAngle	IsEnable	IdleAnimSet	AiLogic	AiParamDesc0	AiParam0	AiParamDesc1	AiParam1	AiParamDesc2	AiParam2	AiParamDesc3	AiParam3	AiParamDesc4	AiParam4	AiParamDesc5	AiParam5	AiParamDesc6	AiParam6	AiParamDesc7	AiParam7
20001	1		3	76.77746 158.9508 14.53234		313.3318	FALSE		0																
20002	2		3	76.77746 158.9508 14.53234		313.3318	FALSE		0																
#A区																									
1001	105901	圣卫军长矛兵	2	70.37539 158.9508 5.649755		39.97706	FALSE	15|16|17	20001		0														
1002	105901	圣卫军长矛兵	2	67.06812 158.9508 8.792206		53.68529	FALSE	15|16|17	20001		0														
1003	105903	壮汉加农炮精英	2	70.83374 158.9508 9.038267		46.03147	FALSE	15|16|17	20003		0														
1101	105901	圣卫军长矛兵	2	82.18826 158.9508 24.38681		209.975	FALSE	15|16|17	20001		0														
1102	105901	圣卫军长矛兵	2	85.69417 158.9508 20.95034		240.4966	FALSE	15|16|17	20001		0														
1103	105902	圣卫军飞轮兵	2	82.47218 158.9508 21.35822		221.3402	FALSE	15|16|17	20001		0														
1201	105902	圣卫军飞轮兵	2	65.26549 158.9508 18.71661		129.0565	FALSE	15|16|17	20001		0														
1202	105902	圣卫军飞轮兵	2	67.70853 158.9508 21.44977		141.4633	FALSE	15|16|17	20001		0														
1203	105904	影刃刺客精英	2	67.57309 158.9508 18.86715		135.8144	FALSE	15|16|17	20005		0				200301										
1301	105902	圣卫军飞轮兵	2	76.47821 158.9508 30.17784		176.061	FALSE	15|16|17	20001		0														
1302	105902	圣卫军飞轮兵	2	79.71501 158.9508 30.90356		185.6867	FALSE	15|16|17	20001		0														
1303	105904	影刃刺客精英	2	78.44629 158.9508 28.5377		176.5241	FALSE	15|16|17	20005		0				200301										
1304	105905	影刃飞镖精英	2	61.3572 158.9508 13.18065		103.3934	FALSE	15|16|17	20005		0				200401										
1305	105902	圣卫军飞轮兵	2	59.25286 158.9508 14.24627		88.76171	FALSE	15|16|17	20001		0														
1306	105902	圣卫军飞轮兵	2	58.96805 158.9508 12.0385		90.16271	FALSE	15|16|17	20001		0														
1401	105901	圣卫军长矛兵	2	65.26549 158.9508 18.71661		129.0565	FALSE	15|16|17	20001		0														
1402	105901	圣卫军长矛兵	2	67.70853 158.9508 21.44977		141.4633	FALSE	15|16|17	20001		0														
1403	105902	圣卫军飞轮兵	2	65.33555 158.9508 16.20637		115.6636	FALSE	15|16|17	20001		0														
1404	105906	伊娜	2	67.57309 158.9508 18.86715		135.8144	FALSE	15|16|17	20005		0				210002										
1405	105902	圣卫军飞轮兵	2	69.87498 158.9508 21.2945		158.2701	FALSE	15|16|17	20001		0														
1501	105901	圣卫军长矛兵	2	70.37539 158.9508 5.649755		39.97706	FALSE	15|16|17	20001		0														
1502	105901	圣卫军长矛兵	2	67.06812 158.9508 8.792206		53.68529	FALSE	15|16|17	20001		0														
1503	105902	圣卫军飞轮兵	2	70.83374 158.9508 9.038267		46.03147	FALSE	15|16|17	20001		0														
1601	105901	圣卫军长矛兵	2	82.18826 158.9508 24.38681		209.975	FALSE	15|16|17	20001		0														
1602	105901	圣卫军长矛兵	2	85.69417 158.9508 20.95034		240.4966	FALSE	15|16|17	20001		0														
1603	105902	圣卫军飞轮兵	2	82.47218 158.9508 21.35822		221.3402	FALSE	15|16|17	20001		0														
