Id	LinkId	CampId	Pos	Pos2	RotAngle	IsEnable	IdleAnimSet	AiLogic	AiParamDesc0	AiParam0	AiParamDesc1	AiParam1	AiParamDesc2	AiParam2	AiParamDesc3	AiParam3	AiParamDesc4	AiParam4	AiParamDesc5	AiParam5	AiParamDesc6	AiParam6	AiParamDesc7	AiParam7
20001	1	3	89.37248 160.1921 20.38992		239.502	FALSE		0																
20002	2	3	89.37248 160.1921 20.38992		239.502	FALSE		0																
#A区																								
1001	102301	2	66.47224 160.0073 16.10413		117.4243	FALSE	15|16	20001		0														
1002	102301	2	63.39955 160.0073 20.23292		121.1681	FALSE	15|16	20001		0														
1003	102301	2	66.62197 160.0073 23.88916		169.3366	FALSE	15|16	20001		0														
1004	102301	2	57.16229 160.0073 19.30563		108.2458	FALSE	15|16	20001		0														
1005	102301	2	61.25399 160.0073 25.72808		141.2748	FALSE	15|16	20001		0														
1101	102305	2	71.2662 160.0073 9.511757		354.7164	FALSE	15|16	20002		0														
1102	102306	2	71.75989 160.0073 21.6739		212.8453	FALSE	15|16	20001		0														
1103	102306	2	57.93737 160.0073 13.56779		72.56566	FALSE	15|16	20001		0														
1104	102306	2	54.46869 160.0073 16.42177		72.56567	FALSE	15|16	20001		0														
1201	102305	2	71.98421 160.0073 21.80151		228.016	FALSE	15|16	20002		0														
1202	102305	2	55.30537 160.0073 14.26492		58.38631	FALSE	15|16	20002		0														
1203	102306	2	56.67118 160.0073 24.43805		139.061	FALSE	15|16	20001		0														
1204	102306	2	62.48501 160.0073 27.82461		185.9935	FALSE	15|16	20001		0														
#B区																								
2001	102307	2	39.92281 160.0073 43.72761		117.5268	FALSE	15|16	20005		0				300058										
2002	102301	2	47.59291 160.0073 36.972		119.6583	FALSE	15|16	20001		0														
2003	102301	2	49.30438 160.0073 41.30561		137.1863	FALSE	15|16	20001		0														
2004	102301	2	46.07241 160.0073 42.46206		132.1107	FALSE	15|16	20001		0														
2005	102302	2	37.15843 160.0073 37.83843		17.65465	FALSE	15|16	20002		0														
2006	102302	2	42.86242 160.0073 48.76579		198.4072	FALSE	15|16	20002		0														
2101	102305	2	30.09496 160.0073 44.26343		100.2682	FALSE	15|16	20002		0														
2102	102304	2	33.27583 160.0073 49.50847		135.3318	FALSE	15|16	20001		0														
2201	102305	2	49.00082 160.0073 35.20652		313.1613	FALSE	15|16	20002		0														
2202	102304	2	54.49386 160.0073 38.74323		290.8119	FALSE	15|16	20001		0														
2301	102305	2	37.03646 160.0073 37.65573		18.11366	FALSE	15|16	20002		0														
2302	102305	2	43.10736 160.0073 48.94559		207.9129	FALSE	15|16	20002		0														
#剧情																								
10001	102399	1	75.03566 160.0073 18.04198		294.4204	TRUE		20001		0														
10002	102398	1	86.70261 160.1921 20.09311		229.9711	TRUE		20001		0														
10003	102397	1	73.47507 160.0073 19.19836		148.0744	TRUE		20001		0														
