Id	LinkId	CampId	Pos	Pos2	RotAngle	IsEnable	IdleAnimSet	AiLogic	AiParamDesc0	AiParam0	AiParamDesc1	AiParam1	AiParamDesc2	AiParam2	AiParamDesc3	AiParam3	AiParamDesc4	AiParam4	AiParamDesc5	AiParam5	AiParamDesc6	AiParam6	AiParamDesc7	AiParam7
20001	1	3	3.956891 150.0559 5.092999		66.09897	FALSE		0																
20002	2	3	3.956891 150.0559 5.092999		66.09897	FALSE		0																
#A区																								
1001	102701	2	21.92365 150.0559 18.7748		206.0965	FALSE	15|16	10110		0														
1002	102701	2	29.22673 150.0559 14.34155		264.0009	FALSE	15|16	10110		0														
1003	102701	2	30.76581 150.0559 20.06335		235.7617	FALSE	15|16	10110		0														
1004	102701	2	36.97368 150.0559 18.88871		235.8515	FALSE	15|16	10110		0														
1101	102705	2	35.56776 150.0559 15.3692		305.6926	FALSE	15|16	10120		0														
1102	102705	2	33.45489 150.0559 24.02802		219.0565	FALSE	15|16	10120		0														
1103	102705	2	21.16345 150.0559 25.02448		165.3646	FALSE	15|16	10120		0														
1201	102705	2	17.6264 150.0559 21.53206		129.0268	FALSE	15|16	10120		0														
1202	102705	2	19.10848 150.0559 11.02265		41.29481	FALSE	15|16	10120		0														
1203	102705	2	37.34233 150.0559 18.85297		259.3347	FALSE	15|16	10120		0														
1301	102704	2	21.63161 150.0559 25.05482		180.723	FALSE	15|16	10110		0														
1302	102704	2	20.0027 150.0559 10.9893		22.39965	FALSE	15|16	10110		0														
1303	102705	2	30.33063 150.0559 24.6927		221.425	FALSE	15|16	10120		0														
1304	102705	2	36.50701 150.0559 17.67349		273.9791	FALSE	15|16	10120		0														
#B区																								
2001	102702	2	41.94741 150.0559 35.86788		207.9016	FALSE	15|16	10120		0														
2002	102702	2	48.26965 150.0559 34.40298		241.8901	FALSE	15|16	10120		0														
2003	102702	2	45.85495 150.0559 41.45993		185.455	FALSE	15|16	10120		0														
2004	102702	2	51.06608 150.0559 46.62047		185.455	FALSE	15|16	10120		0														
2101	102703	2	55.14462 150.0559 35.83307		275.562	FALSE	15|16	10120		0														
2102	102703	2	42.49983 150.0559 46.67604		159.4601	FALSE	15|16	10120		0														
2103	102703	2	53.38631 150.0559 47.30203		205.9588	FALSE	15|16	10120		0														
2201	102702	2	38.99652 150.0559 38.97705		111.1854	FALSE	15|16	10120		0														
2202	102702	2	52.2951 150.0559 47.89635		196.7522	FALSE	15|16	10120		0														
2203	102702	2	55.95223 150.0559 36.20988		278.8929	FALSE	15|16	10120		0														
2301	102703	2	51.66787 150.0559 47.98352		183.2992	FALSE	15|16	10120		0														
2302	102703	2	54.45414 150.0559 35.19945		305.5553	FALSE	15|16	10120		0														
2303	102702	2	42.60008 150.0559 46.84238		166.3782	FALSE	15|16	10120		0														
#C区																								
3001	102707	2	40.09101 150.0559 69.1588		165.884	FALSE	15|16	20005		0				300062										
3002	102701	2	39.45174 150.0559 61.3399		160.2073	FALSE	15|16	10110		0														
3003	102701	2	45.60526 150.0559 63.87985		181.8955	FALSE	15|16	10110		0														
3004	102701	2	38.08694 150.0559 66.44288		151.5526	FALSE	15|16	10110		0														
3005	102701	2	43.02297 150.0559 70.1805		181.8779	FALSE	15|16	10110		0														
3101	102706	2	33.21141 150.0559 70.02253		106.9254	FALSE	15|16	10120		0														
3102	102706	2	45.1652 150.0559 75.12208		221.8637	FALSE	15|16	10120		0														
3103	102706	2	38.12313 150.0559 74.55664		166.4859	FALSE	15|16	10120		0														
3201	102704	2	38.30901 150.0559 74.68572		169.1118	FALSE	15|16	10110		0														
3202	102704	2	39.50338 150.0559 55.05539		8.501898	FALSE	15|16	10110		0														
3203	102704	2	50.51492 150.0559 57.25102		325.3761	FALSE	15|16	10110		0														
3301	102704	2	40.70509 150.0559 56.13397		356.2454	FALSE	15|16	10110		0														
3302	102704	2	49.75454 150.0559 59.71068		301.5468	FALSE	15|16	10110		0														
3303	102706	2	34.68229 150.0559 72.19382		140.0967	FALSE	15|16	10120		0														
3304	102706	2	42.34813 150.0559 75.09717		182.1243	FALSE	15|16	10120		0														
#剧情																								
10001	102799	3	3.406567 150.0559 4.158584		72.20851	TRUE		20001		0														
10002	102798	3	4.342741 150.0559 7.387628		66.63133	TRUE		20001		0														
11001	102799	3	42.0471 150.0559 53.85453		346.2376	FALSE		20001		0														
11002	102798	3	41.80364 150.0559 67.03841		169.9044	FALSE		20001		0														
11003	102797	3	48.89217 150.0559 54.42982		339.8675	FALSE		20001		0														
