Id	LinkId	CampId	Pos	Pos2	RotAngle	IsEnable	IdleAnimSet	AiLogic	AiParamDesc0	AiParam0	AiParamDesc1	AiParam1	AiParamDesc2	AiParam2	AiParamDesc3	AiParam3	AiParamDesc4	AiParam4	AiParamDesc5	AiParam5	AiParamDesc6	AiParam6	AiParamDesc7	AiParam7
20001	1	3	85.90797 162.7292 19.12865		268.3007	FALSE		0																
20002	2	3	85.90797 162.7292 19.12865		268.3007	FALSE		0																
#A区																								
1001	101607	2	61.93274 159.9622 19.25419		87.19207	FALSE		20005		0				199800										
#B区																								
2001	101602	2	31.55236 157.103 36.94976		184.5432	FALSE	15|16	20005		0				300002										
2002	101602	2	31.55236 157.103 44.25444		184.5433	FALSE	15|16	20005		0				300002										
2003	101601	2	31.50105 157.103 28.56104		142.1336	FALSE	15|16	20005		0				300001										
2004	101601	2	33.29518 157.103 35.54533		142.1335	FALSE	15|16	20005		0				300001										
2005	101601	2	26.63397 157.103 40.13626		161.0647	FALSE	15|16	20005		0				300001										
2006	101601	2	30.60668 157.103 48.40207		161.0647	FALSE	15|16	20005		0				300001										
2007	101601	2	24.83983 157.103 50.00397		161.0647	FALSE	15|16	20005		0				300001										
2101	101606	2	38.58348 157.103 24.68302		295.9398	FALSE	15|16	20001		0														
2102	101606	2	31.30517 157.103 19.9345		43.3746	FALSE	15|16	20001		0														
2103	101606	2	36.9644 157.103 17.30127		349.8206	FALSE	15|16	20001		0														
2201	101606	2	32.58048 157.103 48.72954		108.6482	FALSE	15|16	20001		0														
2202	101606	2	27.32625 157.103 52.38188		108.6482	FALSE	15|16	20001		0														
2203	101606	2	23.80206 157.103 50.39552		108.6482	FALSE	15|16	20001		0														
#C区																								
3001	101602	2	32.22668 159.5977 74.52548		189.233	FALSE	15|16	20005		0				300002										
3002	101602	2	39.60592 159.5977 75.1969		243.6765	FALSE	15|16	20005		0				300002										
3003	101602	2	46.43895 159.5977 73.78921		263.0204	FALSE	15|16	20005		0				300002										
3004	101601	2	38.1099 159.5977 68.35567		231.6864	FALSE	15|16	20005		0				300001										
3005	101601	2	33.12993 159.5977 73.10232		210.7543	FALSE	15|16	20005		0				300001										
3006	101601	2	44.89617 159.5977 79.50471		238.1564	FALSE	15|16	20005		0				300001										
3007	101601	2	48.46255 159.5977 73.7433		263.5143	FALSE	15|16	20005		0				300001										
3101	101606	2	50.32314 159.5977 73.25626		290.15	FALSE	15|16	20001		0														
3102	101606	2	44.09883 159.5977 67.15759		325.7201	FALSE	15|16	20001		0														
3103	101606	2	41.58834 159.5977 81.61805		184.5587	FALSE	15|16	20001		0														
3201	101606	2	34.34475 159.5977 64.01374		2.627443	FALSE	15|16	20001		0														
3202	101606	2	31.64171 159.5977 78.6668		146.991	FALSE	15|16	20001		0														
3203	101606	2	25.80062 159.5977 73.01369		103.4643	FALSE	15|16	20001		0														
3301	101606	2	38.19152 159.5977 80.97736		182.6181	FALSE	15|16	20001		0														
3302	101606	2	49.87515 159.5977 72.87353		285.8144	FALSE	15|16	20001		0														
3303	101606	2	47.67669 159.5977 81.74611		187.2567	FALSE	15|16	20001		0														
#剧情																								
10001	101699	3	87.59219 162.7292 21.21775		260.2249	TRUE		20001		0														
10003	101697	3	68.11506 159.9622 26.44418		52.12567	TRUE		20001		0														
11001	101699	3	64.18687 159.9622 17.60805		294.7119	FALSE		20001		0														
11002	101698	3	60.19312 159.9622 19.52214		90.81549	FALSE		20001		0														
12001	101699	3	28.85923 159.5977 68.03305		62.3554	FALSE		20001		0														
12002	101698	3	27.49297 159.5977 70.2475		67.71727	FALSE		20001		0														
