Id	LinkId	Desc	CampId	Pos	Pos2	RotAngle	IsEnable	IdleAnimSet	AiLogic	AiParamDesc0	AiParam0	AiParamDesc1	AiParam1	AiParamDesc2	AiParam2	AiParamDesc3	AiParam3	AiParamDesc4	AiParam4	AiParamDesc5	AiParam5	AiParamDesc6	AiParam6	AiParamDesc7	AiParam7
20001	1		3	22.9395 160.7255 14.116847		52.59033	FALSE		0																
20002	2		3	22.9395 160.7255 14.116847		52.59033	FALSE		0																
#A区																									
1001	202901	圣卫军剑盾兵	2	33.35598 160.5073 19.48795		207.5372	FALSE	15|16	20001		0														
1002	202901	圣卫军剑盾兵	2	35.14789 160.5073 15.75493		233.6421	FALSE	15|16	20001		0														
1003	202902	圣卫军长矛兵	2	35.80148 160.5158 18.21586	33.54865 159.9117 16.22915	322.093	FALSE	15|16	20001		1		33.54865 159.9117 16.22915												
1004	202902	圣卫军长矛兵	2	38.07776 160.5189 16.59698	49.72684 159.9117 19.81468	228.3934	FALSE	15|16	20001		1		49.72684 159.9117 19.81468												
1005	202902	圣卫军长矛兵	2	38.13922 160.5081 20.11381		255.5171	FALSE	15|16	20001		0														
1006	202902	圣卫军长矛兵	2	41.73371 160.51 16.93322	31.73552 159.9169 15.96005	332.6309	FALSE	15|16	20001		1		31.73552 159.9169 15.96005												
1007	202902	圣卫军长矛兵	2	41.98141 160.5073 20.45267	48.02159 159.9169 18.85744	155.5333	FALSE	15|16	20001		1		48.02159 159.9169 18.85744												
1101	202905	影刃刺客	2	30.71221 160.5078 25.43531		207.5372	FALSE	15|16	20005		0				200301										
1102	202902	圣卫军长矛兵	2	35.49865 160.5073 30.25238		233.6421	FALSE	15|16	20001		0														
1103	202902	圣卫军长矛兵	2	38.79481 160.5073 28.72627	33.54865 159.9117 16.22915	322.093	FALSE	15|16	20001		1		33.54865 159.9117 16.22915												
1104	202903	圣卫军飞轮兵	2	53.54728 160.5073 29.25935	49.72684 159.9117 19.81468	228.3934	FALSE	15|16	20002		1		49.72684 159.9117 19.81468												
1105	202903	圣卫军飞轮兵	2	53.71843 160.675 24.50105		255.5171	FALSE	15|16	20002		0														
1106	202901	圣卫军剑盾兵	2	47.73564 160.5073 27.94431	31.73552 159.9169 15.96005	332.6309	FALSE	15|16	20001		1		31.73552 159.9169 15.96005												
1107	202906	影刃飞镖	2	45.86735 160.5088 14.43087	48.02159 159.9169 18.85744	155.5333	FALSE	15|16	20005		1		48.02159 159.9169 18.85744		200401										
1108	202901	圣卫军剑盾兵	2	41.87177 160.5212 13.16409		255.5171	FALSE	15|16	20001		0														
#B区																									
#2001	202905	影刃刺客	2	30.71221 160.5078 25.43531		125.3512	FALSE	15|16	20005		0				200301										
#2002	202906	影刃飞镖	2	35.49865 160.5073 30.25238		119.379	FALSE	15|16	20005		0				200401										
#2003	202802	圣卫军长矛兵	2	38.79481 160.5073 28.72627		261.1474	FALSE	15|16	20001		0														
#2004	202802	圣卫军长矛兵	2	53.54728 160.5073 29.25935		195.2342	FALSE	15|16	20001		0														
#2005	202802	圣卫军长矛兵	2	53.71843 160.675 24.50105		181.0778	FALSE	15|16	20001		0														
#2006	202803	圣卫军弩箭兵	2	47.73564 160.5073 27.94431		246.2095	FALSE	15|16	20002		0														
#2007	202803	圣卫军弩箭兵	2	45.86735 160.5088 14.43087		246.2094	FALSE	15|16	20002		0														
#2008	202803	圣卫军弩箭兵	2	41.87177 160.5212 13.16409		125.3512	FALSE	15|16	20002		0														
2101	202905	影刃刺客	2	63.91694 158.556 50.51406		125.3512	FALSE	15|16	20005		0				200301										
2102	202906	影刃飞镖	2	68.13487 158.5591 51.92758		119.379	FALSE	15|16	20005		0				200401										
2103	202801	圣卫军剑盾兵	2	66.17046 158.5505 51.62783		261.1474	FALSE	15|16	20001		0														
2104	202802	圣卫军长矛兵	2	73.88424 158.5434 29.54416		195.2342	FALSE	15|16	20001		0														
2105	202802	圣卫军长矛兵	2	70.40749 158.5387 28.61236		181.0778	FALSE	15|16	20001		0														
2106	202802	圣卫军长矛兵	2	66.28292 158.556 48.02697		246.2095	FALSE	15|16	20001		0														
2107	202906	影刃飞镖	2	68.99319 158.5743 48.79031		246.2094	FALSE	15|16	20005		0				200401										
#C区																									
3001	202907	伊娜	2	54.67881 160.2556 72.70325		98.4158	FALSE	15|16	20005		0				210002										
