Id	LinkId	CampId	Pos	Pos2	RotAngle	IsEnable	IdleAnimSet	AiLogic	AiParamDesc0	AiParam0	AiParamDesc1	AiParam1	AiParamDesc2	AiParam2	AiParamDesc3	AiParam3	AiParamDesc4	AiParam4	AiParamDesc5	AiParam5	AiParamDesc6	AiParam6	AiParamDesc7	AiParam7
20001	1	3	81.03162 150.5092 9.58554		341.5312	FALSE		0																
20002	2	3	81.03162 150.5092 9.58554		270.1028066	FALSE		0																
#A区																								
1001	205211	2	66.49332 150.4646 22.24347		141.5996206	FALSE	15|16	1		0														
1002	205205	2	62.28317 150.487 20.08705		222.5861162	FALSE	15|16	1		0														
1003	205205	2	63.5689 150.4694 26.51325		112.0953125	FALSE	15|16	1		0														
1004	205205	2	66.90894 150.4506 26.85477		192.9028825	FALSE	15|16	1		0														
1005	205205	2	65.07599 150.4847 17.63194		51.13466055	FALSE	15|16	1		0														
1101	205206	2	62.08792 150.4932 17.83083		330.5421046	FALSE	15|16	1		0														
1102	205206	2	67.01671 150.494 16.25363		183.7479263	FALSE	15|16	1		0														
1103	205206	2	69.98666 150.4876 18.46434		52.06384954	FALSE	15|16	1		0														
1104	205206	2	71.98531 150.5069 22.33354		73.94293051	FALSE	15|16	1		0														
1105	205204	2	69.16476 150.4753 25.68326		92.19365434	FALSE	15|16	1		0														
1106	205204	2	65.45216 150.4521 26.49577		256.9904151	FALSE	15|16	1		0														
1107	205204	2	61.04436 150.503 25.69996		74.30834754	FALSE	15|16	1		0														
1108	205204	2	60.764 150.5048 22.73691		213.5768811	FALSE	15|16	1		0														
#B区																								
2001	205212	2	36.04642 152.3911 26.77106		280.5693458	FALSE	15|16	1		0														
2002	205204	2	32.07222 152.3935 24.49283		162.6169162	FALSE	15|16	1		0														
2003	205204	2	31.87215 152.3911 32.42141		38.78033722	FALSE	15|16	1		0														
2004	205205	2	33.96104 152.3911 22.98016		355.3940079	FALSE	15|16	1		0														
2005	205205	2	36.08556 152.3911 33.5349		186.2572754	FALSE	15|16	1		0														
2101	205201	2	32.06895 152.3945 21.22295		316.3186574	FALSE	15|16	1		0														
2102	205202	2	34.2525 152.3911 20.66758		15.18118803	FALSE	15|16	1		0														
2103	205203	2	35.79864 152.3911 20.00596		262.0454633	FALSE	15|16	1		0														
2104	205201	2	32.35699 152.3931 19.82076		18.20466125	FALSE	15|16	1		0														
2105	205202	2	34.98501 152.3911 19.07723		125.3255353	FALSE	15|16	1		0														
2106	205203	2	38.57434 152.3911 19.95848		302.5329223	FALSE	15|16	1		0														
2201	205201	2	30.97769 152.3911 30.63006		177.8414958	FALSE	15|16	1		0														
2202	205202	2	34.53549 152.3911 30.23089		30.71315893	FALSE	15|16	1		0														
2203	205203	2	34.39733 152.3911 33.53322		110.3247617	FALSE	15|16	1		0														
2204	205201	2	40.24941 152.3911 30.61987		346.9777235	FALSE	15|16	1		0														
2205	205202	2	36.97126 152.3911 30.49337		109.4027142	FALSE	15|16	1		0														
2206	205203	2	37.47398 152.3911 36.68872		53.37950832	FALSE	15|16	1		0														
#C区																								
3001	205213	2	30.23641 152.3911 59.25164		152.0901144	FALSE	15|16	1		0														
3002	205206	2	26.14054 152.3911 63.39608		204.915731	FALSE	15|16	1		0														
3003	205206	2	31.63713 152.3911 63.90172		217.6522329	FALSE	15|16	1		0														
3101	205201	2	24.70654 152.3911 59.46535		277.5068938	FALSE	15|16	1		0														
3102	205202	2	23.38259 152.3911 61.62102		142.9714935	FALSE	15|16	1		0														
3103	205203	2	22.12324 152.3911 64.54824		298.3308956	FALSE	15|16	1		0														
3104	205201	2	27.97824 152.3911 68.07398		159.5829433	FALSE	15|16	1		0														
3105	205202	2	30.88198 152.3911 67.72832		22.16270436	FALSE	15|16	1		0														
3106	205203	2	33.6419 152.3911 66.33112		6.801289836	FALSE	15|16	1		0														
3107	205201	2	34.57671 152.3911 63.37599		167.1792859	FALSE	15|16	1		0														
3108	205202	2	34.00064 152.3911 60.44846		177.5983828	FALSE	15|16	1		0														
3109	205203	2	33.42705 152.3911 58.42838		218.0791837	FALSE	15|16	1		0														
#D区																								
4001	205221	2	66.35696 152.4739 74.5324		235.0498223	FALSE	15|16	1		0														
4002	205204	2	61.84975 152.5051 77.90025		91.35313429	FALSE	15|16	1		0														
4003	205204	2	65.81609 152.5051 79.6926		222.7157919	FALSE	15|16	1		0														
4004	205205	2	70.48763 152.4773 79.13816		174.0376482	FALSE	15|16	1		0														
4005	205205	2	72.38411 152.4929 73.55394		292.0842816	FALSE	15|16	1		0														
4006	205205	2	71.15058 152.4959 70.99472		141.3242213	FALSE	15|16	1		0														
4007	205206	2	68.58344 152.4701 69.70613		303.8245159	FALSE	15|16	1		0														
4008	205206	2	65.6039 152.4316 69.29014		60.72074912	FALSE	15|16	1		0														
																								
