Id	LinkId	CampId	Pos	Pos2	RotAngle	IsEnable	IdleAnimSet	AiLogic	AiParamDesc0	AiParam0	AiParamDesc1	AiParam1	AiParamDesc2	AiParam2	AiParamDesc3	AiParam3	AiParamDesc4	AiParam4	AiParamDesc5	AiParam5	AiParamDesc6	AiParam6	AiParamDesc7	AiParam7
20001	1	3	15.51866 170.5521 11.44558		62.581	FALSE		0																
20002	2	3	15.51866 170.5521 11.44558		62.581	FALSE		0																
#A区																								
1001	204801	2	22.26715 170.5793 17.71902		157.3711	FALSE	15|16|17	20001		0														
1002	204804	2	23.62115 170.5692 14.80891		157.3711	FALSE	15|16|17	20001		0														
1003	204801	2	24.65753 170.5583 12.40564		157.3711	FALSE	15|16|17	20001		0														
1004	204802	2	26.3223 170.5661 19.25406		157.3711	FALSE	15|16|17	20001		0														
1005	204802	2	27.06529 170.5625 15.86062		157.3711	FALSE	15|16|17	20001		0														
1006	204802	2	28.19487 170.5576 12.64802		157.3711	FALSE	15|16|17	20001		0														
1007	204805	2	39.83942 170.5002 22.80341		157.3711	FALSE	15|16|17	20005		0				200301										
1008	204805	2	41.86024 170.4904 18.06807		157.3711	FALSE	15|16|17	20005		0				200301										
1009	204803	2	36.26984 170.4967 21.80474		157.3711	FALSE	15|16|17	20002		0														
1010	204803	2	38.71817 170.4866 16.90227		157.3711	FALSE	15|16|17	20002		0														
1011	204804	2	55.71678 168.7166 23.72392		157.3711	FALSE	15|16|17	20001		0														
1012	204804	2	61.16453 168.6563 25.58262		157.3711	FALSE	15|16|17	20001		0														
1013	204802	2	56.6708 168.6853 20.27274		157.3711	FALSE	15|16|17	20001		0														
1014	204802	2	62.11127 168.6415 22.16693		157.3711	FALSE	15|16|17	20001		0														
1015	204803	2	66.35062 168.5961 15.76919		157.3711	FALSE	15|16|17	20002		0														
1016	204803	2	68.36204 168.5745 12.6818		157.3711	FALSE	15|16|17	20002		0														
1017	204803	2	68.26188 168.6266 24.88722		157.3711	FALSE	15|16|17	20002		0														
1018	204803	2	67.59177 168.6052 20.8509		157.3711	FALSE	15|16|17	20002		0														
1101	204803	2	25.16083 170.5629 23.9126		145.2983	FALSE	15|16|17	20002		0														
1102	204806	2	30.43148 170.5043 26.21667		182.7084	FALSE	15|16|17	20005		0				200401										
1103	204803	2	36.16646 170.5033 24.80701		208.6124	FALSE	15|16|17	20002		0														
1104	204803	2	44.88242 170.4751 13.05566		305.9189	FALSE	15|16|17	20002		0														
1105	204806	2	40.59462 170.4851 9.002627		337.8062	FALSE	15|16|17	20005		0				200401										
1106	204803	2	35.73664 170.5305 7.790405		346.7182	FALSE	15|16|17	20002		0														
#B区																								
2001	204802	2	49.62506 166.8249 47.70817		189.0021	FALSE	15|16|17	20001		0														
2002	204805	2	54.17889 166.8249 49.11823		189.0021	FALSE	15|16|17	20005		0				200301										
2003	204802	2	58.77458 166.8311 50.59218		189.0021	FALSE	15|16|17	20001		0														
2004	204802	2	48.07588 166.8528 53.55963		189.0021	FALSE	15|16|17	20001		0														
2005	204805	2	53.84395 166.8534 55.23788		189.0021	FALSE	15|16|17	20005		0				200301										
2006	204802	2	58.77505 166.8387 55.68109		189.0021	FALSE	15|16|17	20001		0														
2007	204804	2	51.19402 166.8439 51.84275		189.0021	FALSE	15|16|17	20001		0														
2008	204804	2	56.2134 166.8428 53.04414		189.0021	FALSE	15|16|17	20001		0														
2101	204805	2	46.34869 167.7043 42.33475		0	FALSE	15|16|17	20005		0				200301										
2102	204805	2	51.92525 166.8493 44.23284		0	FALSE	15|16|17	20005		0				200301										
2103	204805	2	56.52042 167.0285 45.36601		0	FALSE	15|16|17	20005		0				200301										
2104	204806	2	49.53945 166.9097 56.78556		152.9093	FALSE	15|16|17	20005		0				200401										
2105	204806	2	55.94859 166.961 58.23206		189.0021	FALSE	15|16|17	20005		0				200401										
2106	204803	2	44.84674 166.853 48.66944		85.21229	FALSE	15|16|17	20002		0														
2107	204803	2	60.97761 166.8327 53.34266		259.2145	FALSE	15|16|17	20002		0														
#C区																								
3001	204807	2	35.43793 168.6698 79.22782		150.3183	FALSE	15|16|17	20005		0				210002										
3002	204806	2	32.02567 168.6668 79.37994		119.3631	FALSE	15|16|17	20005		0				200401										
3003	204806	2	35.41615 168.672 83.13576		139.4566	FALSE	15|16|17	20005		0				200401										
3004	204801	2	35.75577 168.6589 71.36127		136.6531	FALSE	15|16|17	20001		0														
3005	204804	2	37.952 168.6657 74.68705		136.6531	FALSE	15|16|17	20001		0														
3006	204802	2	40.05992 168.6629 77.67639		136.6531	FALSE	15|16|17	20001		0														
3007	204801	2	41.61637 168.6587 79.91888		136.6531	FALSE	15|16|17	20001		0														
3008	204802	2	37.92356 168.6585 69.65419		136.6531	FALSE	15|16|17	20001		0														
3009	204801	2	39.96549 168.6642 72.88725		136.6531	FALSE	15|16|17	20001		0														
3010	204804	2	41.88526 168.6591 75.7883		136.6531	FALSE	15|16|17	20001		0														
3011	204802	2	43.39169 168.655 77.93755		136.6531	FALSE	15|16|17	20001		0														
3101	204806	2	32.95186 168.656 61.51677		38.69043	FALSE	15|16|17	20005		0				200401										
3102	204805	2	29.77431 168.6323 63.76316		38.69043	FALSE	15|16|17	20005		0				200301										
3103	204805	2	26.58301 168.6159 65.8685		38.69043	FALSE	15|16|17	20005		0				200301										
3104	204806	2	22.87173 168.6602 68.17188		38.69043	FALSE	15|16|17	20005		0				200401										
