Id	LinkId	CampId	Pos	Pos2	RotAngle	IsEnable	IdleAnimSet	AiLogic	AiParamDesc0	AiParam0	AiParamDesc1	AiParam1	AiParamDesc2	AiParam2	AiParamDesc3	AiParam3	AiParamDesc4	AiParam4	AiParamDesc5	AiParam5	AiParamDesc6	AiParam6	AiParamDesc7	AiParam7
20001	1	3	57.06305 150.0092 62.11976		270	FALSE		0																
20002	2	3	57.06305 150.0092 62.11976		270	FALSE		0																
1001	101097	1	58.17777 167 92.85057		180	FALSE		0																
1002	101097	1	61.14007 167 91.51855		180	FALSE		0																
1003	101098	1	57.20408 167 35.3036		220	FALSE		0																
1004	101099	1	51 167 91		0	FALSE		0																
1005	106001	1	52.40518 150.1392 74.00186		191.89	FALSE		0																
1006	106003	1	54.02349 150.0092 51.52219		355.4	FALSE		0																
1007	106002	1	32.35762 150.1392 53.46332		140.7698	FALSE		0																
1008	100007	1	32.41012 150.0092 53.5091		134.202	FALSE		0																
