Id	LinkId	CampId	Pos	Pos2	RotAngle	IsEnable	IdleAnimSet	AiLogic	AiParamDesc0	AiParam0	AiParamDesc1	AiParam1	AiParamDesc2	AiParam2	AiParamDesc3	AiParam3	AiParamDesc4	AiParam4	AiParamDesc5	AiParam5	AiParamDesc6	AiParam6	AiParamDesc7	AiParam7
20001	1	3	64.15572 165.817 10.61178			FALSE		0																
20002	2	3	64.15572 165.817 10.61178			FALSE		0																
#A区																								
1001	105202	2	63.77258 165.836 20.0818		179.5106	FALSE	15|16|17	10530		0														
1002	105202	2	66.90012 165.836 19.10553		197.7083	FALSE	15|16|17	10530		0														
1003	105202	2	75.88393 165.836 37.90706		217.564	FALSE	15|16|17	10530		0														
1004	105202	2	76.0344 165.836 33.76233		249.4424	FALSE	15|16|17	10530		0														
1005	105201	2	73.34681 165.836 35.49204		219.7838	FALSE	15|16|17	20001		0														
1006	105202	2	71.2552 165.836 27.17203		209.8167	FALSE	15|16|17	10530		0														
1007	105202	2	68.6684 165.836 28.34497		199.9737	FALSE	15|16|17	10530		0														
#B区																								
2001	105203	2	37.51515 165.836 49.88681	56.48507 165.836 46.88172	0	FALSE	15|16|17	20005		1		56.48507 165.836 46.88172		101100										
2002	105204	2	51.70383 165.836 43.92764		84.07068	FALSE	15|16|17	20001		0														
2003	105204	2	53.81986 165.836 51.87255		124.2841	FALSE	15|16|17	20001		0														
2004	105205	2	37.75283 165.836 42.86169		0	FALSE	15|16|17	20002		0														
2005	105204	2	34.59229 165.836 43.44384		17.33284	FALSE	15|16|17	20001		0														
2006	105204	2	30.99572 165.836 44.69764		43.59493	FALSE	15|16|17	20001		0														
2007	105205	2	29.11226 165.836 47.16851		60.3347	FALSE	15|16|17	20002		0														
2008	105204	2	30.37997 165.836 51.77868		27.7262	FALSE	15|16|17	20001		0														
2009	105205	2	34.19724 165.836 51.53667		0	FALSE	15|16|17	20002		0														
2010	105204	2	35.74877 165.836 54.36025		257.3863	FALSE	15|16|17	20001		0														
#C区																								
3001	105206	2	45.3948 165.836 79.65487		195.1366	FALSE	15|16|17	20005		1		38.55903 165.836 61.5122		300053										
3002	105205	2	46.00953 165.836 73.50024		195.1715	FALSE	15|16|17	20002		0														
3003	105204	2	40.40015 165.836 75.48065		177.8954	FALSE	15|16|17	20001		0														
3004	105205	2	38.78067 165.836 69.37241		0	FALSE	15|16|17	20002		0														
3005	105204	2	44.14184 165.836 68.58408		0	FALSE	15|16|17	20001		0														
