Id	LinkId	Desc	CampId	Pos	Pos2	RotAngle	IsEnable	IdleAnimSet	AiLogic	AiParamDesc0	AiParam0	AiParamDesc1	AiParam1	AiParamDesc2	AiParam2	AiParamDesc3	AiParam3	AiParamDesc4	AiParam4	AiParamDesc5	AiParam5	AiParamDesc6	AiParam6	AiParamDesc7	AiParam7
20001	1		3	15.56278 150.1949 12.44286		56.7078	FALSE		0																
20002	2		3	15.56278 150.1949 12.44286		56.7078	FALSE		0																
#A区																									
1001	105304	骨斧小狼人	2	23.48394 150.1949 12.27932		271.3718	FALSE	15|16|17	20002		0														
1002	105304	骨斧小狼人	2	21.7172 150.1949 22.25052		141.4536	FALSE	15|16|17	20002		0														
1003	105304	骨斧小狼人	2	28.90273 150.1949 14.08872		282.8076	FALSE	15|16|18	20002		0														
1004	105302	瘟疫鼠人	2	20.222 150.5092 25.1789		245.5817	FALSE	15|16|17	20005		0				105200										
1005	105302	瘟疫鼠人	2	22.80415 150.5092 25.84501		292.5673	FALSE	15|16|17	20005		0				105200										
1006	105304	骨斧小狼人	2	44.74219 150.4654 26.34951		282.8076	FALSE	15|16|18	20002		0														
1007	105305	利爪狼人精英	2	45.76157 150.4669 24.76435		245.5817	FALSE	15|16|17	20001		0														
1008	105304	骨斧小狼人	2	46.98943 150.4649 23.09075		292.5673	FALSE	15|16|17	20002		0														
1009	105302	瘟疫鼠人	2	31.71415 150.5092 13.13305		240.7938	FALSE	15|16|17	20005		0				105200										
1010	105302	瘟疫鼠人	2	29.76894 150.5238 11.25138		271.3718	FALSE	15|16|17	20005		0				105200										
1011	105303	小鼠人	2	44.74219 150.4654 26.34951		282.8076	FALSE	15|16|18	10530		0														
1012	105303	小鼠人	2	45.76157 150.4669 24.76435		245.5817	FALSE	15|16|17	10530		0														
1013	105303	小鼠人	2	46.98943 150.4649 23.09075		292.5673	FALSE	15|16|17	10530		0														
#B区																									
2001	105303	小鼠人	2	60.00546 150.5042 31.74273		215.022	FALSE	15|16|17	10530		0														
2002	105303	小鼠人	2	61.60977 150.5092 35.29816		218.72	FALSE	15|16|17	10530		0														
2003	105303	小鼠人	2	54.95257 150.5092 39.74876		206.1951	FALSE	15|16|17	10530		0														
2004	105303	小鼠人	2	53.57272 150.5092 36.15198		201.3156	FALSE	15|16|17	10530		0														
2005	105301	鼠人精英	2	56.71847 150.5092 37.776		208.1768	FALSE	15|16|17	20001		0														
2006	105302	瘟疫鼠人	2	58.95273 150.5092 35.10689		218.0888	FALSE	15|16|17	20005		0				105200										
2101	105301	鼠人精英	2	59.29105 150.5092 48.62473		215.022	FALSE	15|16|17	20001		0														
2102	105303	小鼠人	2	61.05085 150.5092 48.86674		218.72	FALSE	15|16|17	10530		0														
2103	105303	小鼠人	2	60.30338 150.5092 47.31429		206.1951	FALSE	15|16|17	10530		0														
2104	105303	小鼠人	2	57.5491 150.5092 48.22005		201.3156	FALSE	15|16|17	10530		0														
2105	105305	利爪狼人精英	2	58.31971 150.5092 51.11793		208.1768	FALSE	15|16|17	20001		0														
2106	105303	小鼠人	2	62.3809 150.5092 47.68438		215.022	FALSE	15|16|17	10530		0														
2107	105303	小鼠人	2	60.47342 150.5092 51.27531		218.72	FALSE	15|16|17	10530		0														
2108	105303	小鼠人	2	63.09072 150.5092 49.19534		206.1951	FALSE	15|16|17	10530		0														
2109	105304	骨斧小狼人	2	58.59485 150.5092 47.06433		201.3156	FALSE	15|16|17	20002		0														
#C区																									
3001	105306	利爪狼人Boss	2	47.6634 150.5092 72.98822		145.1988	FALSE	15|16|17	20004		0														
3002	105302	瘟疫鼠人	2	49.03453 150.5092 74.27484		285.8938	FALSE	15|16|17	20005		0				105200										
3003	105302	瘟疫鼠人	2	45.52971 150.5092 71.5764		140.0496	FALSE	15|16|17	20005		0				105200										
3004	105304	骨斧小狼人	2	49.03815 150.5092 71.36066		161.8732	FALSE	15|16|17	20002		0														
3005	105304	骨斧小狼人	2	50.30873 150.5092 74.08401		152.1369	FALSE	15|16|17	20002		0														
3101	105303	小鼠人	2	43.32195 150.5092 82.50255		145.1988	FALSE	15|16|17	10530		0														
3102	105303	小鼠人	2	46.56659 150.5092 83.94296		135.1172	FALSE	15|16|17	10530		0														
3103	105303	小鼠人	2	41.15461 150.5092 79.90761		170.493	FALSE	15|16|17	10530		0														
3104	105303	小鼠人	2	39.14746 150.5092 76.58857		285.8938	FALSE	15|16|17	10530		0														
3105	105303	小鼠人	2	56.03297 150.5092 76.08325		140.0496	FALSE	15|16|17	10530		0														
3106	105303	小鼠人	2	51.45506 150.5092 79.91479		161.8732	FALSE	15|16|17	10530		0														
3107	105303	小鼠人	2	46.81845 150.5092 63.25079		152.1369	FALSE	15|16|17	10530		0														
