Id	LinkId	Des	CampId	Pos	Pos2	RotAngle	IsEnable	IdleAnimSet	AiLogic	AiParamDesc0	AiParam0	AiParamDesc1	AiParam1	AiParamDesc2	AiParam2	AiParamDesc3	AiParam3	AiParamDesc4	AiParam4	AiParamDesc5	AiParam5	AiParamDesc6	AiParam6	AiParamDesc7	AiParam7
20001	1		3	12.39666 170 21.94255		92.70799	FALSE		0																
20002	2		3	12.39666 170 21.94255		92.70799	FALSE		0																
#全部BOSS																									
1001	401101	斧头布鲁夫	2	25.03056 180 22.54066		269.667	FALSE	15|16	20005		0				101101										
1002	401102	哥布林矛兵	2	25.03056 180 22.54066		269.667	FALSE	15|16	20005		0				101201										
1003	401103	哥布林精英	2	25.03056 180 22.54066		269.667	FALSE	15|16	10130		0														
1005	401105	哥布林酋长	2	25.03056 180 22.54066		269.667	FALSE	15|16	10150		0														
1006	401106	利爪精英狼	2	25.03056 180 22.54066		269.667	FALSE	15|16	20003		0														
1007	401107	骨斧小狼人	2	25.03056 180 22.54066		269.667	FALSE	15|16	10210		0														
1008	401108	王国长矛兵	2	25.03056 180 22.54066		269.667	FALSE	15|16	20003		0														
1011	401111	银盾激光兵	2	25.03056 180 22.54066		269.667	FALSE	15|16	20005		0				300003										
1012	401112	银盾剑兵	2	25.03056 180 22.54066		269.667	FALSE	15|16	20005		0				200101										
1013	401113	银盾枪兵	2	25.03056 180 22.54066		269.667	FALSE	15|16	20005		0				200201										
1014	401114	滚地精英鼠	2	25.03056 180 22.54066		269.667	FALSE	15|16	20005		0				105100										
1015	401115	瘟疫鼠人	2	25.03056 180 22.54066		269.667	FALSE	15|16	20001		0														
1016	401116	小鼠人	2	25.03056 180 22.54066		269.667	FALSE	15|16	20003		0														
1017	401117	金盔锤兵	2	25.03056 180 22.54066		269.667	FALSE	15|16	20003		0														
1018	401118	金盔炮兵	2	25.03056 180 22.54066		269.667	FALSE	15|16	20003		0														
1019	401119	巨人碎裂者	2	25.03056 180 22.54066		269.667	FALSE	15|16	20003		0														
1020	401120	巨人投掷者	2	25.03056 180 22.54066		269.667	FALSE	15|16	20003		0														
1021	401121	嗜血僵尸男	2	25.03056 180 22.54066		269.667	FALSE	15|16	20003		0														
1022	401122	剧毒僵尸男	2	25.03056 180 22.54066		269.667	FALSE	15|16	20003		0														
1023	401123	冷血僵尸女	2	25.03056 180 22.54066		269.667	FALSE	15|16	20003		0														
1029	401129	死灵法师	2	25.03056 180 22.54066		269.667	FALSE	15|16	20003		0														
1030	401130	死灵巫师	2	25.03056 180 22.54066		269.667	FALSE	15|16	20003		0														
1031	401131	尸腐兽	2	25.03056 180 22.54066		269.667	FALSE	15|16	20004		0														
1032	401132	刀锋剑盾兵	2	25.03056 180 22.54066		269.667	FALSE	15|16	20004		0														
1033	401133	刀锋队长	2	25.03056 180 22.54066		269.667	FALSE	15|16	20004		0														
1034	401134	刀锋弩箭兵	2	25.03056 180 22.54066		269.667	FALSE	15|16	20002		0														
1036	401136	圣卫长矛兵	2	25.03056 180 22.54066		269.667	FALSE	15|16	20004		0														
1037	401137	圣卫飞轮兵	2	25.03056 180 22.54066		269.667	FALSE	15|16	20004		0														
1038	401138	影刃刺客	2	25.03056 180 22.54066		269.667	FALSE	15|16	20005		0				200301										
1039	401139	影刃杀手	2	25.03056 180 22.54066		269.667	FALSE	15|16	20005		0				200401										
1040	401140	蒙多	2	25.03056 180 22.54066		269.667	FALSE	15|16	50110		0														
1041	401141	席列	2	25.03056 180 22.54066		269.667	FALSE	15|16	50120		0														
1042	401142	忽伦	2	25.03056 180 22.54066		269.667	FALSE	15|16	50130		0														
1043	401143	伊娜	2	25.03056 180 22.54066		269.667	FALSE	15|16	20005		0				210002										
1045	401145	朱洛夫	2	25.03056 180 22.54066		269.667	FALSE	15|16	20005		0				300052										
1047	401147	人鱼王子	2	25.03056 180 22.54066		269.667	FALSE	15|16	20005		0				199800										
1048	401148	贝蒂	2	25.03056 180 22.54066		269.667	FALSE	15|16	20005		0				240001										
1049	401149	萨菲勒	2	25.03056 180 22.54066		269.667	FALSE	15|16	20005		0				300005										
1050	401150	耀日大将军	2	25.03056 180 22.54066		269.667	FALSE	15|16	20005		0				199600										
1051	401151	炎兽	2	25.03056 180 22.54066		269.667	FALSE	15|16	20005		0				300006										
1054	401154	圣城护法王	2	25.03056 180 22.54066		269.667	FALSE	15|16	20005		0				300051										
1055	401155	蕾咪	2	25.03056 180 22.54066		269.667	FALSE	15|16	20005		0				250001										
1056	401156	高级冰法师	2	25.03056 180 22.54066		269.667	FALSE	15|16	20005		0				200501										
1057	401157	高级火法师	2	25.03056 180 22.54066		269.667	FALSE	15|16	20005		0				200601										
1058	401158	高级召唤师	2	25.03056 180 22.54066		269.667	FALSE	15|16	20005		0				200701										
1059	401159	中级巫师	2	25.03056 180 22.54066		269.667	FALSE	15|16	20005		0				200801										
1060	401160	魔山	2	25.03056 180 22.54066		269.667	FALSE	15|16	20005		0				300053										
1061	401161	丛林巨人	2	25.03056 180 22.54066		269.667	FALSE	15|16	20005		0				300053										
