Id	LinkId	Desc	CampId	Pos	Pos2	RotAngle	IsEnable	IdleAnimSet	AiLogic	AiParamDesc0	AiParam0	AiParamDesc1	AiParam1	AiParamDesc2	AiParam2	AiParamDesc3	AiParam3	AiParamDesc4	AiParam4	AiParamDesc5	AiParam5	AiParamDesc6	AiParam6	AiParamDesc7	AiParam7
20001	1		3	74.45986 150.7532 77.81342		122.4723	FALSE		0																
20002	2		3	74.45986 150.7532 77.81342		122.4723	FALSE		0																
#A区																									
1001	202701	托赖辟玛剑盾兵	2	70.839 150.5092 72.1077		356.2762	FALSE	15|16|17	20001		0														
1002	202701	托赖辟玛剑盾兵	2	67.62505 150.5092 75.20912		259.7989	FALSE	15|16|17	20001		0														
1003	202701	托赖辟玛剑盾兵	2	63.48399 150.5092 78.49419		356.2762	FALSE	15|16|17	20001		0														
1004	202701	托赖辟玛剑盾兵	2	64.0195 150.5092 71.19539		259.7989	FALSE	15|16|17	20001		0														
1005	202702	托赖辟玛长矛兵	2	67.48547 150.5092 69.91174		42.4432	FALSE	15|16|17	20001		0														
1006	202702	托赖辟玛长矛兵	2	58.42886 150.5092 73.50052		219.3078	FALSE	15|16|17	20001		0														
1007	202703	托赖辟玛弩箭兵	2	61.34138 150.5092 68.62315		4.951021	FALSE	15|16|17	20002		0														
1008	202703	托赖辟玛弩箭兵	2	65.24479 150.5092 66.77801		268.4739	FALSE	15|16|17	20002		0														
1101	202705	托赖辟玛冰法师	2	51.42767 150.5092 53.29606		356.2762	FALSE	15|16|17	20005		0				200501										
1102	202701	托赖辟玛剑盾兵	2	53.39943 150.5092 54.50868		259.7989	FALSE	15|16|17	20001		0														
1103	202701	托赖辟玛剑盾兵	2	56.14526 150.5092 55.08254		356.2762	FALSE	15|16|17	20001		0														
1104	202701	托赖辟玛剑盾兵	2	52.51886 150.5092 59.58918		259.7989	FALSE	15|16|17	20001		0														
1105	202702	托赖辟玛长矛兵	2	58.12153 150.5092 56.16187		42.4432	FALSE	15|16|17	20001		0														
1106	202702	托赖辟玛长矛兵	2	55.00169 150.5092 58.08141		219.3078	FALSE	15|16|17	20001		0														
1107	202703	托赖辟玛弩箭兵	2	46.29155 150.5092 68.76429		4.951021	FALSE	15|16|17	20002		0														
1108	202703	托赖辟玛弩箭兵	2	49.44003 150.5092 70.17094		268.4739	FALSE	15|16|17	20002		0														
1201	202706	托赖辟玛火法师	2	36.79556 150.5092 51.42305		356.2762	FALSE	15|16|17	20005		0				200601										
1202	202701	托赖辟玛剑盾兵	2	35.08926 150.5092 53.54684		259.7989	FALSE	15|16|17	20001		0														
1203	202701	托赖辟玛剑盾兵	2	36.6365 150.5092 54.62148		356.2762	FALSE	15|16|17	20001		0														
1204	202701	托赖辟玛剑盾兵	2	38.40302 150.5092 54.02126		259.7989	FALSE	15|16|17	20001		0														
1205	202702	托赖辟玛长矛兵	2	38.93573 150.5092 51.67616		42.4432	FALSE	15|16|17	20001		0														
1206	202703	托赖辟玛弩箭兵	2	39.04029 150.5092 48.472		219.3078	FALSE	15|16|17	20002		0														
1207	202703	托赖辟玛弩箭兵	2	41.46135 150.5092 51.77077		4.951021	FALSE	15|16|17	20002		0														
#B区																									
2001	202705	托赖辟玛冰法师	2	22.7396 156.5814 22.1275		223.8938	FALSE	15|16|17	20005		0				200501										
2002	202701	托赖辟玛剑盾兵	2	24.55619 156.5814 23.81927		285.4178	FALSE	15|16|17	20001		0														
2003	202702	托赖辟玛长矛兵	2	26.76451 156.5814 26.05825		271.8582	FALSE	15|16|17	20001		0														
2004	202702	托赖辟玛长矛兵	2	27.27813 156.5814 23.14873		179.0615	FALSE	15|16|17	20001		0														
2005	202702	托赖辟玛长矛兵	2	25.01577 156.2859 21.05785		179.8668	FALSE	15|16|17	20001		0														
2101	202701	托赖辟玛剑盾兵	2	38.87919 156.5814 22.88195		223.8938	FALSE	15|16|17	20001		0														
2102	202701	托赖辟玛剑盾兵	2	42.90929 156.5814 20.90198		232.5686	FALSE	15|16|17	20001		0														
2103	202701	托赖辟玛剑盾兵	2	39.77629 156.5814 18.99502		278.1444	FALSE	15|16|17	20001		0														
2201	202702	托赖辟玛长矛兵	2	55.69928 156.5814 27.15121		175.8561	FALSE	15|16|17	20001		0														
2202	202702	托赖辟玛长矛兵	2	56.20786 156.5814 30.68602		216.04	FALSE	15|16|17	20001		0														
2203	202702	托赖辟玛长矛兵	2	53.17513 156.5814 29.42562		232.9012	FALSE	15|16|17	20001		0														
#C区																									
3001	202707	托赖辟玛冰法师精英（多重寒冰箭）（BOSS）	2	74.50716 159.2381 12.52285		223.8938	FALSE	15|16|17	20005		0				200501										
3002	202708	托赖辟玛火法师精英（火焰螺旋）（BOSS）	2	78.30585 159.2381 16.39015		285.4178	FALSE	15|16|17	20005		0				200601										
3003	202701	托赖辟玛剑盾兵	2	74.45572 159.2381 19.69118		271.8582	FALSE	15|16|17	20001		0														
3004	202701	托赖辟玛剑盾兵	2	79.84032 159.2381 24.02953		179.0615	FALSE	15|16|17	20001		0														
3005	202703	托赖辟玛弩箭兵	2	71.40469 159.2381 15.70895		179.8668	FALSE	15|16|17	20002		0														
3006	202703	托赖辟玛弩箭兵	2	71.01025 159.2381 6.086125		223.8938	FALSE	15|16|17	20002		0														
3007	202703	托赖辟玛弩箭兵	2	83.60526 159.2381 17.77544		232.5686	FALSE	15|16|17	20002		0														
3008	202703	托赖辟玛弩箭兵	2	67.77621 159.2381 10.58786		278.1444	FALSE	15|16|17	20002		0														
