Id	LinkId	CampId	Pos	Pos2	RotAngle	IsEnable	IdleAnimSet	AiLogic	AiParamDesc0	AiParam0	AiParamDesc1	AiParam1	AiParamDesc2	AiParam2	AiParamDesc3	AiParam3	AiParamDesc4	AiParam4	AiParamDesc5	AiParam5	AiParamDesc6	AiParam6	AiParamDesc7	AiParam7
20001	1	3	19.50991 163.418 9.580665		263.2322882	FALSE		0																
20002	2	3	19.50991 163.418 9.580665		205.3606229	FALSE		0																
#A区																								
1001	206211	2	41.63542 163.418 19.99473		5.813190452	FALSE	15|16	20005		0				102100										
1002	206201	2	31.66569 163.418 23.05519		304.1650083	FALSE	15|16	20005		0				102200										
1003	206201	2	36.6348 163.418 24.70728		307.7062924	FALSE	15|16	20005		0				102200										
1004	206201	2	42.43633 163.418 25.34772		346.3468454	FALSE	15|16	20005		0				102200										
1005	206201	2	46.78394 163.418 23.86246		170.8384589	FALSE	15|16	20005		0				102200										
1006	206201	2	34.13717 163.418 13.21407		354.2640926	FALSE	15|16	20005		0				102200										
1007	206201	2	38.33182 163.418 14.67645		226.3758925	FALSE	15|16	20005		0				102200										
1008	206201	2	43.28115 163.418 15.10305		300.0813748	FALSE	15|16	20005		0				102200										
1009	206201	2	48.95384 163.418 15.35859		294.5050674	FALSE	15|16	20005		0				102200										
#B区																								
2001	206213	2	73.57633 163.418 39.5336		136.5001692	FALSE	15|16	1		0														
2002	206203	2	70.45042 163.418 39.24935		50.05498752	FALSE	15|16	1		0														
2003	206203	2	76.17354 163.418 42.90229		170.1192892	FALSE	15|16	1		0														
2101	206204	2	70.26142 163.418 34.23373		1.064505969	FALSE	15|16	1		0														
2102	206204	2	68.88087 163.418 43.64386		123.5654146	FALSE	15|16	1		0														
2103	206204	2	72.23417 163.418 45.89924		203.1851258	FALSE	15|16	1		0														
2104	206204	2	77.19062 163.418 35.86612		83.9651135	FALSE	15|16	1		0														
2201	206214	2	76.2179 163.418 32.77966		175.1259744	FALSE	15|16	1		0														
2202	206203	2	77.41697 163.418 39.81087		152.6839875	FALSE	15|16	1		0														
2203	206203	2	69.5195 163.418 46.14075		345.0710569	FALSE	15|16	1		0														
#C区																								
3001	206221	2	29.9609 163.418 74.53918		181.1505428	FALSE	15|16	20005		0				199800										
3002	206203	2	25.64405 163.418 67.89837		350.7456216	FALSE	15|16	1		0														
3003	206203	2	22.36711 163.418 76.057		53.48886108	FALSE	15|16	1		0														
3004	206203	2	26.09749 163.418 80.70376		280.082345	FALSE	15|16	1		0														
3005	206203	2	34.83669 163.418 78.24763		186.790449	FALSE	15|16	1		0														
3101	206201	2	23.30929 163.418 71.29945		16.27769049	FALSE	15|16	20005		0				102200										
3102	206201	2	22.96001 163.418 79.72175		20.4866699	FALSE	15|16	20005		0				102200										
3103	206201	2	31.59046 163.418 80.84159		267.1036325	FALSE	15|16	20005		0				102200										
