Id	LinkId	CampId	Pos	Pos2	RotAngle	IsEnable	IdleAnimSet	AiLogic	AiParamDesc0	AiParam0	AiParamDesc1	AiParam1	AiParamDesc2	AiParam2	AiParamDesc3	AiParam3	AiParamDesc4	AiParam4	AiParamDesc5	AiParam5	AiParamDesc6	AiParam6	AiParamDesc7	AiParam7
20001	1	3	18.3535 150.0092 11.367		257.8977	FALSE		0																
20002	2	3	18.3535 150.0092 11.367		257.8977	FALSE		0																
#A区																								
1001	101701	2	36.36068 150.0092 29.47576		220.8637	FALSE	15|16	20001		0														
1002	101701	2	38.71495 150.0092 26.65421		237.3935	FALSE	15|16	20001		0														
1003	101701	2	43.5524 150.0092 28.02999		237.3935	FALSE	15|16	20001		0														
1004	101701	2	48.47861 150.0092 27.40867		237.3936	FALSE	15|16	20001		0														
1005	101704	2	43.37356 150.0092 33.29218		221.1252	FALSE	15|16	20001		0														
1101	101704	2	29.1289 150.0092 23.06297		227.4752	FALSE	15|16	20001		0														
1102	101705	2	30.63527 150.0092 20.85595		244.414	FALSE	15|16	20001		0														
1103	101705	2	31.70478 150.0092 22.92488		238.9537	FALSE	15|16	20001		0														
1104	101706	2	31.03229 150.0092 25.07662		227.2726	FALSE	15|16	20002		0														
1105	101706	2	34.18891 150.0092 21.67938		247.5493	FALSE	15|16	20002		0														
1201	101705	2	37.2736 150.0092 35.71596		187.8307	FALSE	15|16	20001		0														
1202	101705	2	45.4588 150.0092 22.38855		294.127	FALSE	15|16	20001		0														
1203	101706	2	41.07926 150.0092 36.1582		197.9801	FALSE	15|16	20002		0														
1204	101706	2	47.83385 150.0092 24.42239		281.2001	FALSE	15|16	20002		0														
#B区																								
2001	101702	2	63.4777 150.0092 41.05974		215.4282	FALSE	15|16	20001		0														
2002	101702	2	66.71638 150.0092 38.02		244.0904	FALSE	15|16	20001		0														
2003	101702	2	71.61284 150.0092 37.86933		244.0904	FALSE	15|16	20001		0														
2004	101703	2	72.04546 150.0092 41.46567		224.953	FALSE	15|16	20002		0														
2005	101703	2	64.95707 150.0092 44.40045		180.2958	FALSE	15|16	20002		0														
2101	101705	2	73.73129 150.0092 47.64264		210.47	FALSE	15|16	20001		0														
2102	101705	2	67.73126 150.0092 49.40972		185.5476	FALSE	15|16	20001		0														
2103	101706	2	71.08379 150.0092 49.79297		198.0836	FALSE	15|16	20002		0														
2201	101705	2	55.06044 150.0092 37.05796		73.89678	FALSE	15|16	20001		0														
2202	101705	2	57.37975 150.0092 32.99909		53.9179	FALSE	15|16	20001		0														
2203	101705	2	61.77332 150.0092 30.04517		33.45689	FALSE	15|16	20001		0														
2204	101705	2	67.34592 150.0092 29.9969		354.2449	FALSE	15|16	20001		0														
2301	101705	2	65.8743 150.0092 48.99483		185.353	FALSE	15|16	20001		0														
2302	101705	2	70.37894 150.0092 47.83753		199.5632	FALSE	15|16	20001		0														
2303	101705	2	74.4183 150.0092 46.31411		208.6668	FALSE	15|16	20001		0														
2304	101706	2	73.38589 150.0092 49.64979		204.5345	FALSE	15|16	20002		0														
#C区																								
3001	101707	2	72.57948 150.0045 74.19124		184.2234	FALSE	15|16	20004		0														
3002	101701	2	67.79952 150.0066 69.50071		169.6103	FALSE	15|16	20001		0														
3003	101701	2	72.20744 150.0066 69.72173		183.3557	FALSE	15|16	20001		0														
3004	101701	2	76.48519 150.0066 69.01827		192.2373	FALSE	15|16	20001		0														
3005	101701	2	64.96301 150.0066 76.1492		165.1454	FALSE	15|16	20001		0														
3006	101701	2	68.86743 150.0066 77.17009		169.6103	FALSE	15|16	20001		0														
3007	101701	2	77.55306 150.0066 76.68761		192.2372	FALSE	15|16	20001		0														
3008	101701	2	81.69534 150.0066 75.00462		213.9674	FALSE	15|16	20001		0														
3009	101703	2	66.84734 150.0061 65.66391		157.272	FALSE	15|16	20002		0														
3010	101703	2	76.59601 150.0061 65.16164		214.4468	FALSE	15|16	20002		0														
3011	101703	2	66.17278 150.0061 73.25096		158.5175	FALSE	15|16	20002		0														
3012	101703	2	78.37458 150.0061 72.82397		214.4468	FALSE	15|16	20002		0														
#剧情																								
10001	101799	1	15.00549 150.0092 11.26891		69.78752	TRUE		20001		0														
10002	101798	1	16.14323 150.0092 14.31743		198.844	TRUE		20001		0														
10003	101796	1	33.49369 150.0092 23.01666		234.2509	TRUE		20001		0														
10004	101795	1	32.62832 150.0092 25.04576		217.9642	TRUE		20001		0														
10005	101797	1	35.63008 150.0092 26.72112		233.4364	TRUE		20001		0														
10006	101797	1	34.97356 150.0092 24.75641		240.7064	TRUE		20001		0														
10007	101797	1	33.20138 150.0092 26.85652		221.5609	TRUE		20001		0														
10008	101797	1	36.96038 150.0092 23.36739		254.5517	TRUE		20001		0														
