Id	LinkId	Desc	CampId	Pos	Pos2	RotAngle	IsEnable	IdleAnimSet	AiLogic	AiParamDesc0	AiParam0	AiParamDesc1	AiParam1	AiParamDesc2	AiParam2	AiParamDesc3	AiParam3	AiParamDesc4	AiParam4	AiParamDesc5	AiParam5	AiParamDesc6	AiParam6	AiParamDesc7	AiParam7
20001	1		3	20.70215 164 8.716063		75	FALSE		0																
20002	2		3	20.70215 164 8.716063		75	FALSE		0																
#A区																									
1001	201301	斧头布鲁夫	2	36.21596 164 18.89235		240	FALSE	15|16	20005						101100										
1002	201301	斧头布鲁夫	2	39.50279 164 22.07835		240	FALSE	15|16	20005						101100										
1003	201301	斧头布鲁夫	2	40.34778 164 17.28899		240	FALSE	15|16	20005						101100										
1004	201303	纵火布鲁夫	2	24.05636 164 19.60132		120	FALSE	15|16	20005						101400										
1005	201302	掷矛布鲁夫	2	32.01407 164 23.40919		160	FALSE	15|16	20005						101200										
1006	201303	纵火布鲁夫	2	38.04385 164 25.14338		190	FALSE	15|16	20005						101400										
1007	201302	掷矛布鲁夫	2	45.36671 164 25.648		240	FALSE	15|16	20005						101200										
1008	201303	纵火布鲁夫	2	27.39402 164 12.50651		60	FALSE	15|16	20005						101400										
1009	201302	掷矛布鲁夫	2	34.29281 164 12.66289		20	FALSE	15|16	20005						101200										
#1010	201303	纵火布鲁夫	2	40.88816 164 13.9497		320	FALSE	15|16	20005						101400										
#1011	201302	掷矛布鲁夫	2	48.94549 164 15.09337		280	FALSE	15|16	20005						101200										
#B区																									
2001	201301	斧头布鲁夫	2	68.85091 164 33.21811		90	FALSE	15|16	20005						101100										
2002	201302	掷矛布鲁夫	2	70.16705 164 37.50058		110	FALSE	15|16	20005						101200										
2003	201301	斧头布鲁夫	2	69.06201 164 42.47586		135	FALSE	15|16	20005						101100										
2004	201302	掷矛布鲁夫	2	73.60602 164 45.76888		180	FALSE	15|16	20005						101200										
2005	201301	斧头布鲁夫	2	77.73175 164 42.48211		215	FALSE	15|16	20005						101100										
2006	201302	掷矛布鲁夫	2	78.92566 164 37.92866		250	FALSE	15|16	20005						101200										
2007	201301	斧头布鲁夫	2	77.50661 164 32.61591		270	FALSE	15|16	20005						101100										
2008	201302	掷矛布鲁夫	2	68.85091 164 33.21811		90	FALSE	15|16	20005						101200										
#2009	201302	掷矛布鲁夫	2	70.16705 164 37.50058		110	FALSE	15|16	20005						101200										
#2010	201302	掷矛布鲁夫	2	69.06201 164 42.47586		135	FALSE	15|16	20005						101200										
#2011	201304	布鲁夫Boss	2	73.60602 164 45.76888		180	FALSE	15|16	20005						101300										
2012	201303	纵火布鲁夫	2	77.73175 164 42.48211		215	FALSE	15|16	20005						101400										
2013	201303	纵火布鲁夫	2	78.92566 164 37.92866		250	FALSE	15|16	20005						101400										
#2014	201305	掷矛布鲁夫精英怪	2	77.50661 164 32.61591		270	FALSE	15|16	20005						101201										
#C区																									
3001	201305	螺旋布鲁夫精英怪	2	30.30693 164 72.65806		135	FALSE	15|16	20005						101300										
3002	201303	纵火布鲁夫	2	34.55877 164 64.84752		335	FALSE	15|16	20005						101400										
3003	201303	纵火布鲁夫	2	28.16895 164 67.00123		15	FALSE	15|16	20005						101400										
3004	201303	纵火布鲁夫	2	22.21588 164 72.90055		90	FALSE	15|16	20005						101400										
3005	201303	纵火布鲁夫	2	24.42762 164 79.9025		135	FALSE	15|16	20005						101400										
3006	201302	掷矛布鲁夫	2	32.24659 164 80.4037		210	FALSE	15|16	20005						101200										
3007	201302	掷矛布鲁夫	2	38.74371 164 74.07618		265	FALSE	15|16	20005						101200										
3008	201302	掷矛布鲁夫	2	34.55877 164 64.84752		335	FALSE	15|16	20005						101200										
3009	201302	掷矛布鲁夫	2	28.16895 164 67.00123		15	FALSE	15|16	20005						101200										
3010	201302	掷矛布鲁夫	2	22.21588 164 72.90055		90	FALSE	15|16	20005						101200										
#3011	201302	掷矛布鲁夫	2	24.42762 164 79.9025		135	FALSE	15|16	20005						101200										
#3012	201302	掷矛布鲁夫	2	32.24659 164 80.4037		210	FALSE	15|16	20005						101200										
#3013	201302	掷矛布鲁夫	2	38.74371 164 74.07618		265	FALSE	15|16	20005						101200										
