Id	LinkId	Desc	CampId	Pos	Pos2	RotAngle	IsEnable	IdleAnimSet	AiLogic	AiParamDesc0	AiParam0	AiParamDesc1	AiParam1	AiParamDesc2	AiParam2	AiParamDesc3	AiParam3	AiParamDesc4	AiParam4	AiParamDesc5	AiParam5	AiParamDesc6	AiParam6	AiParamDesc7	AiParam7
20001	1		3	19.77278 160.0949 29.74286		56.7078	FALSE		0																
20002	2		3	19.77278 160.0949 29.74286		56.7078	FALSE		0																
#A区																									
1001	202801	圣卫军剑盾兵	2	32.98749 160.5286 22.02853		245.5817	FALSE	15|16|17	20001		0														
1002	202801	圣卫军剑盾兵	2	31.67883 160.5286 19.60356		292.5673	FALSE	15|16|17	20001		0														
1003	202802	圣卫军长矛兵	2	29.93989 160.5286 17.13878		251.0508	FALSE	15|16|17	20001		0														
1004	202802	圣卫军长矛兵	2	32.55094 160.5286 14.86172		240.7938	FALSE	15|16|17	20001		0														
1005	202802	圣卫军长矛兵	2	33.83574 160.5286 17.02423		271.3718	FALSE	15|16|17	20001		0														
1006	202802	圣卫军长矛兵	2	35.00398 160.5286 19.54963		141.4536	FALSE	15|16|17	20001		0														
1007	202802	圣卫军长矛兵	2	35.61036 160.5286 13.76267		282.8076	FALSE	15|16|18	20001																
1101	202801	圣卫军剑盾兵	2	50.38912 160.5286 16.84968		245.5817	FALSE	15|16|17	20001		0														
1102	202801	圣卫军剑盾兵	2	47.9896 160.5286 14.12507		292.5673	FALSE	15|16|17	20001		0														
1103	202802	圣卫军长矛兵	2	47.94409 160.5286 10.60621		251.0508	FALSE	15|16|17	20001		0														
1104	202802	圣卫军长矛兵	2	47.40072 160.5286 17.4409		240.7938	FALSE	15|16|17	20001		0														
1105	202802	圣卫军长矛兵	2	44.94392 160.5286 13.20998		271.3718	FALSE	15|16|17	20001		0														
1106	202802	圣卫军长矛兵	2	44.18567 160.5286 23.82689		141.4536	FALSE	15|16|17	20001		0														
1107	202802	圣卫军长矛兵	2	41.23933 160.5286 23.91669		282.8076	FALSE	15|16|18	20001																
1108	202802	圣卫军长矛兵	2	50.76315 160.5286 19.56055		282.8076	FALSE	15|16|18	20001																
#B区																									
2001	202801	圣卫军剑盾兵	2	57.11359 160.5286 31.88828		215.022	FALSE	15|16|17	20001		0														
2002	202801	圣卫军剑盾兵	2	60.47836 160.5286 30.54341		218.72	FALSE	15|16|17	20001		0														
2003	202802	圣卫军长矛兵	2	62.56495 160.5286 31.79526		206.1951	FALSE	15|16|17	20001		0														
2004	202802	圣卫军长矛兵	2	60.12163 160.5286 33.80469		201.3156	FALSE	15|16|17	20001		0														
2005	202802	圣卫军长矛兵	2	56.96016 160.5319 35.96952		208.1768	FALSE	15|16|17	20001		0														
2006	202803	圣卫军弩箭兵	2	66.26132 160.5286 33.73638		218.0888	FALSE	15|16|17	20002		0														
2007	202803	圣卫军弩箭兵	2	63.51062 160.5286 35.32924		215.022	FALSE	15|16|17	20002		0														
2101	202802	圣卫军长矛兵	2	58.55758 160.5268 44.12501		218.72	FALSE	15|16|17	20001		0														
2102	202802	圣卫军长矛兵	2	63.76073 160.5286 43.23426		206.1951	FALSE	15|16|17	20001		0														
2103	202803	圣卫军弩箭兵	2	66.07519 160.5286 39.65446		201.3156	FALSE	15|16|17	20002		0														
2104	202803	圣卫军弩箭兵	2	64.78855 160.5286 27.02993		208.1768	FALSE	15|16|17	20002		0														
2105	202803	圣卫军弩箭兵	2	61.94928 160.5286 26.86524		218.0888	FALSE	15|16|17	20002		0														
#C区																									
3001	202801	圣卫军剑盾兵	2	69.83998 159.084 70.4141		170.493	FALSE	15|16|17	20001		0														
3002	202801	圣卫军剑盾兵	2	72.68076 159.08 68.33131		285.8938	FALSE	15|16|17	20001		0														
3003	202802	圣卫军长矛兵	2	75.72548 159.0804 66.43095		140.0496	FALSE	15|16|17	20001		0														
3004	202802	圣卫军长矛兵	2	79.08948 159.076 65.97045		161.8732	FALSE	15|16|17	20001		0														
3005	202802	圣卫军长矛兵	2	74.26441 159.0874 72.33428		152.1369	FALSE	15|16|17	20001		0														
3006	202802	圣卫军长矛兵	2	78.50355 159.0783 70.34977		39.03743	FALSE	15|16|17	20001		0														
3007	202803	圣卫军弩箭兵	2	64.32658 159.0298 69.98044		170.493	FALSE	15|16|17	20002		0														
3008	202803	圣卫军弩箭兵	2	63.03918 158.8353 67.36051		285.8938	FALSE	15|16|17	20002		0														
3009	202803	圣卫军弩箭兵	2	76.63079 159.3593 58.75684		140.0496	FALSE	15|16|17	20002		0														
3010	202803	圣卫军弩箭兵	2	73.83984 159.1451 57.82178		161.8732	FALSE	15|16|17	20002		0														
3101	202804	壮汉加农炮（BOSS）	2	69.61197 159.0648 65.8265		145.1988	FALSE	15|16|17	20001		0														
3102	202805	壮汉大锤（BOSS）	2	73.29037 159.0706 63.69153		135.1172	FALSE	15|16|17	20001		0														
