Id	LinkId	Desc	CampId	Pos	Pos2	RotAngle	IsEnable	IdleAnimSet	AiLogic	AiParamDesc0	AiParam0	AiParamDesc1	AiParam1	AiParamDesc2	AiParam2	AiParamDesc3	AiParam3	AiParamDesc4	AiParam4	AiParamDesc5	AiParam5	AiParamDesc6	AiParam6	AiParamDesc7	AiParam7
20001	1		3	26.5695 159.9055 9.534847		52.59033	FALSE		0																
20002	2		3	26.5695 159.9055 9.534847		52.59033	FALSE		0																
#A区																									
1001	201503	王国军霰弹枪兵	2	33.1 160 17.1		207.5372	FALSE	15|16	20001		0														
1002	201503	王国军霰弹枪兵	2	35.1 160 15.4		233.6421	FALSE	15|16	20001		0														
1003	201501	王国军长矛兵	2	37.2 160 13.7	33.54865 159.9117 16.22915	322.093	FALSE	15|16	20001		1		33.54865 159.9117 16.22915												
1004	201501	王国军长矛兵	2	35.2 160 17.8	49.72684 159.9117 19.81468	228.3934	FALSE	15|16	20001		1		49.72684 159.9117 19.81468												
1005	201501	王国军长矛兵	2	37.8 160 15.8		255.5171	FALSE	15|16	20001		0														
1006	201502	王国军火枪兵	2	30.8 160 19.1	31.73552 159.9169 15.96005	332.6309	FALSE	15|16	20002		1		31.73552 159.9169 15.96005												
1007	201502	王国军火枪兵	2	40.3 160 12.1	48.02159 159.9169 18.85744	155.5333	FALSE	15|16	20002		1		48.02159 159.9169 18.85744												
1101	201501	王国军长矛兵	2	45.3 160 30.4			FALSE		20001																
1102	201501	王国军长矛兵	2	47.4 160 28.9		125.3512	FALSE	15|16	20001		0														
1103	201501	王国军长矛兵	2	49.4 160 27.4		119.379	FALSE	15|16	20001		0														
1104	201502	王国军火枪兵	2	50.7 160 18.7		261.1474	FALSE	15|16	20002		0														
1105	201502	王国军火枪兵	2	49.1 160 16.4		195.2342	FALSE	15|16	20002		0														
1106	201502	王国军火枪兵	2	37.5 160 9.8		181.0778	FALSE	15|16	20002		0														
1107	201502	王国军火枪兵	2	35.4 160 10.5		246.2095	FALSE	15|16	20002		0														
#B区																									
2001	201501	王国军长矛兵	2	61.3 158 43.7		98.4158	FALSE	15|16	20001																
2002	201501	王国军长矛兵	2	63.9 158 42.2		98.4158	FALSE	15|16	20001		0														
2003	201501	王国军长矛兵	2	59 158 45.2		91.6076	FALSE	15|16	20001		0														
2004	201503	王国军霰弹枪兵	2	64.2 158 45		104.4424	FALSE	15|16	20001		0														
2005	201503	王国军霰弹枪兵	2	61.8 158 46.7		87.19687	FALSE	15|16	20001		0														
2006	201502	王国军火枪兵	2	70 158 49		119.379	FALSE	15|16	20002																
2007	201502	王国军火枪兵	2	67.6 158 51.5		261.1474	FALSE	15|16	20002																
2101	201502	王国军火枪兵	2	71.5 158 39.1		195.2342	FALSE	15|16	20002																
2102	201502	王国军火枪兵	2	70 158 37		181.0778	FALSE	15|16	20002																
2103	201502	王国军火枪兵	2	67.8 158 36		246.2095	FALSE	15|16	20002																
2104	201502	王国军火枪兵	2	57.1 158 53.1		261.1474	FALSE	15|16	20002																
2105	201502	王国军火枪兵	2	59.4 158 54.6		195.2342	FALSE	15|16	20002																
#C区																									
3001	201504	银盾军剑盾兵	2	35.3 156 54.2		246.2095	FALSE	15|16	20005						200101										
3002	201502	王国军火枪兵	2	35.8 156 57		98.4158	FALSE	15|16	20002																
3003	201502	王国军火枪兵	2	34.7 156 51.3		91.6076	FALSE	15|16	20002																
3004	201502	王国军火枪兵	2	32.2 156 56.4		104.4424	FALSE	15|16	20002																
3005	201502	王国军火枪兵	2	31.8 156 53.1		87.19687	FALSE	15|16	20002																
3101	201502	王国军火枪兵	2	28 156 44.6		119.379	FALSE	15|16	20002																
3102	201502	王国军火枪兵	2	41.3 156 48.6		261.1474	FALSE	15|16	20002																
3103	201502	王国军火枪兵	2	27.6 156 62		195.2342	FALSE	15|16	20002																
3201	201503	王国军霰弹枪兵	2	44.4 156 52.3		181.0778	FALSE	15|16	20001																
3202	201503	王国军霰弹枪兵	2	45.5 156 54.6		246.2095	FALSE	15|16	20001																
3203	201501	王国军长矛兵	2	43.6 156 54.5		119.379	FALSE	15|16	20001																
3204	201501	王国军长矛兵	2	42.3 156 52.6		261.1474	FALSE	15|16	20001																
