Id	LinkId	CampId	Pos	Pos2	RotAngle	IsEnable	IdleAnimSet	AiLogic	AiParamDesc0	AiParam0	AiParamDesc1	AiParam1	AiParamDesc2	AiParam2	AiParamDesc3	AiParam3	AiParamDesc4	AiParam4	AiParamDesc5	AiParam5	AiParamDesc6	AiParam6	AiParamDesc7	AiParam7
20001	1	3	36.19197 165.6 7.374735		93.89396	FALSE		0																
20002	2	3	36.19197 165.6 7.374735		93.89396	FALSE		0																
#A区																								
1001	203506	2	44.86915 165.6 2.74555		290.6561	FALSE	15|16	20001		0														
1002	203506	2	45.53141 165.6 12.734		241.5319	FALSE	15|16	20001		0														
1003	203506	2	50.60979 165.6 7.813098		243.3946	FALSE	15|16	20001		0														
1004	203504	2	51.2251 165.6 9.068191		252.3835	FALSE	15|16	20005		0				200201										
#B区																								
2001	203506	2	51.557 166.9066 28.24428		189.2112	FALSE	15|16	20001		0														
2002	203506	2	53.80259 166.9066 27.30629		210.0785	FALSE	15|16	20001		0														
2003	203506	2	42.09894 166.9066 40.4995		149.0485	FALSE	15|16	20001		0														
2004	203506	2	40.19069 166.9066 38.9892		128.1811	FALSE	15|16	20001		0														
2005	203504	2	41.99375 166.9066 39.53582		143.0114	FALSE	15|16	20005		0				200201										
2006	203504	2	40.05899 166.9066 37.59153		125.1096	FALSE	15|16	20005		0				200201										
2007	203505	2	44.69343 166.9066 54.3105		179.2918	FALSE	15|16	20005		0				200101										
2008	203504	2	42.40921 166.9066 54.84929		177.8518	FALSE	15|16	20005		0				200201										
2009	203501	2	43.56696 166.9066 42.00883		154.285	FALSE	15|16	20002		0														
2010	203501	2	40.29372 166.9066 55.77253		178.9902	FALSE	15|16	20002		0														
#C区																								
3001	203503	2	57.61151 167.9066 87.00346		206.1639	FALSE	15|16	50120		0														
3002	203502	2	40.3872 167.9066 78.25575		202.7437	FALSE	15|16	20001		0														
3003	203502	2	63.99982 167.9066 83.17777		213.4835	FALSE	15|16	20001		0														
3004	203502	2	59.52486 167.9066 70.59094		27.8101	FALSE	15|16	20001		0														
3005	203502	2	46.06413 167.9066 84.58178		17.07024	FALSE	15|16	20001		0														
3006	203504	2	42.15734 167.9066 67.99619		206.1639	FALSE	15|16	20005		0				200201										
3007	203504	2	46.53294 167.9066 67.07861		206.1639	FALSE	15|16	20005		0				200201										
3008	203505	2	58.37259 167.9066 82.61211	48.77048 167.9066 70.11936	203.0853	FALSE	15|16	20005		1		48.77048 167.9066 70.11936		200101										
3009	203505	2	55.18298 167.9066 82.61211	46.58225 167.9066 70.11936	14.83958	FALSE	15|16	20005		1		46.58225 167.9066 70.11936		200101										
