Id	LinkId	Desc	CampId	Pos	Pos2	RotAngle	IsEnable	IdleAnimSet	AiLogic	AiParamDesc0	AiParam0	AiParamDesc1	AiParam1	AiParamDesc2	AiParam2	AiParamDesc3	AiParam3	AiParamDesc4	AiParam4	AiParamDesc5	AiParam5	AiParamDesc6	AiParam6	AiParamDesc7	AiParam7
20001	1		3	80.35215 160 14.816063		189.893234	FALSE		0																
20002	2		3	80.35215 160 14.816063		189.893234	FALSE		0																
#A区																									
1001	202303	矿工锄头	2	69.80801 160.5073 14.9931		188.8875	FALSE	15|16	20001		0														
1002	202303	矿工锄头	2	72.08141 160.5073 19.15232		116.4519	FALSE	15|16	20001		0														
1003	202303	矿工锄头	2	66.32764 160.5073 23.69683		154.1802	FALSE	15|16	20001		0														
1004	202303	矿工锄头	2	67.19419 160.5073 19.2332		193.6735	FALSE	15|16	20001		0														
1005	202304	矿工水晶爆破者	2	63.89764 160.5073 13.92308		233.9536	FALSE	15|16	20002		0														
1006	202304	矿工水晶爆破者	2	62.7658 160.5073 17.99578		247.4382	FALSE	15|16	20002		0														
1101	202306	小鼠人	2	76.24623 160.5073 10.99567		188.8875	FALSE	15|16	20005		0				105300										
1102	202306	小鼠人	2	73.43305 160.5073 10.21671		116.4519	FALSE	15|16	20005		0				105300										
1103	202306	小鼠人	2	70.8214 160.5073 9.390487		154.1802	FALSE	15|16	20001		0														
1104	202306	小鼠人	2	74.30544 160.5073 12.29796		193.6735	FALSE	15|16	20001		0														
1105	202305	滚地老鼠	2	72.03213 160.5073 11.53879		233.9536	FALSE	15|16	20005		0				105100										
1106	202305	滚地老鼠	2	74.67416 160.5073 19.55087		247.4382	FALSE	15|16	20005		0				105100										
1107	202305	滚地老鼠	2	73.04713 160.5073 20.90634		188.8875	FALSE	15|16	20005		0				105100										
1108	202305	滚地老鼠	2	57.60792 160.5073 25.14361		116.4519	FALSE	15|16	20005		0				105100										
1109	202305	滚地老鼠	2	61.32944 160.5073 27.10262		154.1802	FALSE	15|16	20005		0				105100										
#B区																									
2001	202303	矿工锄头	2	44.8135 160.5073 39.26039		188.8875	FALSE	15|16	20001		0														
2002	202303	矿工锄头	2	46.32378 160.5073 42.30347		116.4519	FALSE	15|16	20001		0														
2003	202304	矿工水晶爆破者	2	47.63601 160.5073 44.98478		154.1802	FALSE	15|16	20002		0														
2004	202304	矿工水晶爆破者	2	43.40359 160.5073 46.72986		193.6735	FALSE	15|16	20002		0														
2005	202304	矿工水晶爆破者	2	42.99332 160.5073 43.41241		233.9536	FALSE	15|16	20002		0														
2006	202304	矿工水晶爆破者	2	40.51397 160.5073 39.68298		247.4382	FALSE	15|16	20002		0														
2007	202304	矿工水晶爆破者	2	39.92223 160.5073 42.60865		188.8875	FALSE	15|16	20002		0														
2101	202306	小鼠人	2	30.17269 160.5073 44.75706		116.4519	FALSE	15|16	20005		0				105300										
2102	202306	小鼠人	2	31.62664 160.5073 47.56206		154.1802	FALSE	15|16	20001		0														
2103	202306	小鼠人	2	34.4411 160.5073 50.03253		193.6735	FALSE	15|16	20001		0														
2104	202305	滚地老鼠	2	34.61464 160.5073 45.57522		233.9536	FALSE	15|16	20005		0				105100										
2105	202305	滚地老鼠	2	42.71008 160.5073 50.61085		247.4382	FALSE	15|16	20005		0				105100										
2106	202305	滚地老鼠	2	56.81165 160.5073 34.38255		188.8875	FALSE	15|16	20005		0				105100										
2107	202305	滚地老鼠	2	53.82973 160.5073 31.85266		116.4519	FALSE	15|16	20005		0				105100										
2108	202305	滚地老鼠	2	54.69149 160.5073 36.10931		154.1802	FALSE	15|16	20005		0				105100										
2109	202305	滚地老鼠	2	51.95975 160.5073 33.65729		193.6735	FALSE	15|16	20005		0				105100										
#C区																									
3001	202307	滚地老鼠精英（BOSS）	2	38.12461 160.5073 67.05221		188.8875	FALSE	15|16	20005		0				105100										
3002	202306	小鼠人	2	36.3668 160.5073 68.66183		116.4519	FALSE	15|16	20001		0														
3003	202306	小鼠人	2	40.03155 160.5073 68.77187		154.1802	FALSE	15|16	20001		0														
3004	202305	滚地老鼠	2	41.27902 160.5073 72.09554		193.6735	FALSE	15|16	20005		0				105100										
3005	202305	滚地老鼠	2	38.34848 160.5073 72.41186		233.9536	FALSE	15|16	20005		0				105100										
3006	202305	滚地老鼠	2	35.28423 160.5073 72.07541		247.4382	FALSE	15|16	20005		0				105100										
3007	202305	滚地老鼠	2	38.34747 160.5073 70.60228		233.9536	FALSE	15|16	20005		0				105100										
3008	202305	滚地老鼠	2	41.53027 160.5073 66.00278		247.4382	FALSE	15|16	20005		0				105100										
3009	202305	滚地老鼠	2	34.87861 160.5073 65.92597		233.9536	FALSE	15|16	20005		0				105100										
