Id	LinkId	CampId	Pos	Pos2	RotAngle	IsEnable	IdleAnimSet	AiLogic	AiParamDesc0	AiParam0	AiParamDesc1	AiParam1	AiParamDesc2	AiParam2	AiParamDesc3	AiParam3	AiParamDesc4	AiParam4	AiParamDesc5	AiParam5	AiParamDesc6	AiParam6	AiParamDesc7	AiParam7
20001	1	3	57.30578 152.9423 12.96604		53.97685	FALSE		0																
20002	2	3	57.30578 152.9423 12.96604		53.97685	FALSE		0																
#A区																								
1001	103701	2	51.76601 152.9424 22.86644		206.7366	FALSE	15|16	20001		0														
1002	103701	2	61.83606 152.9423 26.23943		226.9449	FALSE	15|16	20001		0														
1003	103703	2	59.66874 152.9417 31.38774		169.8762	FALSE	15|16	20002		0														
1004	103703	2	57.25866 152.9395 35.99427		217.5074	FALSE	15|16	20002		0														
1005	103702	2	55.84553 152.9382 42.10684		217.4105	FALSE	15|16	20001		0														
1006	103702	2	50.62798 152.9397 39.85393		238.5552	FALSE	15|16	20001		0														
1007	103702	2	50.086 152.941 33.52407		200.804	FALSE	15|16	20001		0														
1008	103702	2	50.65312 152.9409 29.45324		179.6591	FALSE	15|16	20001		0														
1009	103701	2	54.68755 152.9422 27.99917			FALSE	15|16	20001																
#B区																								
2001	103704	2	26.07403 152.9382 62.18414		103.8186	FALSE	15|16	20005		0				300052										
