Id	LinkId	CampId	Pos	Pos2	RotAngle	IsEnable	IdleAnimSet	AiLogic	AiParamDesc0	AiParam0	AiParamDesc1	AiParam1	AiParamDesc2	AiParam2	AiParamDesc3	AiParam3	AiParamDesc4	AiParam4	AiParamDesc5	AiParam5	AiParamDesc6	AiParam6	AiParamDesc7	AiParam7
20001	1	3	23.83194 160.5207 14.31482		110.5500734	FALSE		0																
20002	2	3	23.83194 160.5207 14.31482		306.5725238	FALSE		0																
#A区																								
1001	206811	2	32.98633 160.5096 23.24765		124.7012113	FALSE	15|16	1		0														
1002	206801	2	32.01017 160.5073 25.74751		250.5214426	FALSE	15|16	1		0														
1003	206801	2	33.63823 160.5073 26.33976		55.15069661	FALSE	15|16	1		0														
1004	206801	2	30.97721 160.5089 24.89441		310.2177874	FALSE	15|16	1		0														
1005	206801	2	34.5006 160.5073 28.5025		259.8533125	FALSE	15|16	1		0														
1006	206801	2	36.45584 160.5073 29.63432		228.618766	FALSE	15|16	1		0														
1007	206801	2	39.39667 160.5073 28.09342		160.3711946	FALSE	15|16	1		0														
1101	206812	2	47.31551 160.5073 21.90628		268.449342	FALSE	15|16	1		0														
1102	206802	2	49.40726 160.5518 20.8474		9.564429436	FALSE	15|16	1		0														
1103	206802	2	50.22084 160.5073 23.65832		109.1818873	FALSE	15|16	1		0														
1104	206802	2	51.57153 160.7139 22.47965		135.7323826	FALSE	15|16	1		0														
1105	206802	2	49.36689 160.5073 22.48828		349.2932062	FALSE	15|16	1		0														
1106	206802	2	49.08073 160.5073 24.90333		189.4166877	FALSE	15|16	1		0														
1107	206802	2	51.9972 160.5073 24.69335		26.72243226	FALSE	15|16	1		0														
1201	206811	2	42.68715 160.5073 17.78832		272.2089862	FALSE	15|16	1		0														
1202	206801	2	41.47273 160.5167 14.92363		268.7078661	FALSE	15|16	1		0														
1203	206801	2	44.0265 160.5073 16.21274		52.31717509	FALSE	15|16	1		0														
1204	206801	2	40.32816 160.5241 13.2997		275.1153608	FALSE	15|16	1		0														
1205	206801	2	44.33195 160.5098 15.17698		54.31104269	FALSE	15|16	1		0														
#B区																								
2001	206801	2	69.9476 158.4978 38.36021		134.18795	FALSE	15|16	1		0														
2002	206801	2	68.53544 158.5122 39.93627		180.4856243	FALSE	15|16	1		0														
2003	206801	2	71.5368 158.4837 40.87082		348.836502	FALSE	15|16	1		0														
2004	206801	2	66.27987 158.5476 41.13693		42.9374308	FALSE	15|16	1		0														
2005	206801	2	72.41273 158.3338 43.65847		2.129867595	FALSE	15|16	1		0														
2101	206802	2	68.26052 158.5566 51.17582		220.9441207	FALSE	15|16	1		0														
2102	206802	2	66.69328 158.5542 52.08549		272.325751	FALSE	15|16	1		0														
2103	206802	2	68.27332 158.5628 52.76418		222.3032968	FALSE	15|16	1		0														
2104	206802	2	65.31797 158.5522 52.87859		210.5271702	FALSE	15|16	1		0														
2105	206802	2	69.13907 158.6103 54.41895		171.9990771	FALSE	15|16	1		0														
2201	206821	2	51.5813 160.2556 72.76173		274.8869239	FALSE	15|16	1		0														
2202	206822	2	57.08436 160.2556 76.46338		195.4904341	FALSE	15|16	1		0														
